expID,date,loc1,loc2,numLoc,district,distCode,accidentType,weather,vehicleType,personType,ageRange,sex,utmXcoord,utmYcoord,alcoholPositive,person_id,long,lat
2025S022243,2025-02-25T08:03:00Z,CALLE VILLAVICIOSA,CTRA. CARABANCHEL A ARAVACA,50,Latina,10,Front-to-side collision,SKC,passenger car,Driver,30 to 34 years,Male,434327.0,4472044.0,False,2,-3.7738574335148303,40.39641186962582
2025S022244,2025-02-25T09:00:00Z,"CALLE SAN MODESTO, 20",,20,Fuencarral-El Pardo,8,Rear-end collision,SKC,Motocicleta hasta 125cc,Driver,30 to 34 years,Male,441598.0,4481735.0,False,1,-3.6890767094646466,40.48425451119137
2025S022244,2025-02-25T09:00:00Z,"CALLE SAN MODESTO, 20",,20,Fuencarral-El Pardo,8,Rear-end collision,SKC,passenger car,Driver,25 to 29 years,Male,441598.0,4481735.0,False,2,-3.6890767094646466,40.48425451119137
2025S022246,2025-02-25T08:30:00Z,"AUTOV. M-30, 07XL00",,07XL00,Ciudad Lineal,15,Rear-end collision,SKC,passenger car,Driver,35 to 39 years,Male,444091.0,4475009.0,False,1,-3.65907176294345,40.4238349893568
2025S022246,2025-02-25T08:30:00Z,"AUTOV. M-30, 07XL00",,07XL00,Ciudad Lineal,15,Rear-end collision,SKC,passenger car,Driver,50 to 54 years,Male,444091.0,4475009.0,False,2,-3.65907176294345,40.4238349893568
2025S022247,2025-02-25T09:40:00Z,"CALLE ARROYO FONTARRON, 425",,425,Moratalaz,14,Rear-end collision,SKC,passenger car,Driver,35 to 39 years,Male,446113.0,4471789.0,False,1,-3.6349645582752546,40.39496068483267
2025S022247,2025-02-25T09:40:00Z,"CALLE ARROYO FONTARRON, 425",,425,Moratalaz,14,Rear-end collision,SKC,passenger car,Driver,50 to 54 years,Male,446113.0,4471789.0,False,2,-3.6349645582752546,40.39496068483267
2025S022248,2025-02-25T09:35:00Z,"CALLE MANUEL CAVERO, 2",,2,Ciudad Lineal,15,Front-to-side collision,,passenger car,Driver,40 to 44 years,Female,445041.0,4477600.0,False,1,-3.6480976468729738,40.44723942564316
2025S022248,2025-02-25T09:35:00Z,"CALLE MANUEL CAVERO, 2",,2,Ciudad Lineal,15,Front-to-side collision,,passenger car,Driver,,,445041.0,4477600.0,False,2,-3.6480976468729738,40.44723942564316
2025S022249,2025-02-25T10:00:00Z,"CALLE GENERAL LACY, 8",,8,Arganzuela,2,Front-to-side collision,SKC,sport motorcycle,Driver,55 to 59 years,Male,441396.0,4472888.0,False,1,-3.6906436907007736,40.40454249982821
2025S022249,2025-02-25T10:00:00Z,"CALLE GENERAL LACY, 8",,8,Arganzuela,2,Front-to-side collision,SKC,passenger car,Driver,50 to 54 years,Male,441396.0,4472888.0,False,2,-3.6906436907007736,40.40454249982821
2025S022251,2025-02-24T19:51:00Z,PASEO. ALAMEDA DE OSUNA,CALLE CARABELA,63,Barajas,21,Collision with pedestrian,SKC,passenger car,Driver,21 to 24 years,Male,449843.0,4478613.0,False,1,-3.5915536371204753,40.45666874619034
2025S022251,2025-02-24T19:51:00Z,PASEO. ALAMEDA DE OSUNA,CALLE CARABELA,63,Barajas,21,Collision with pedestrian,SKC,passenger car,Pedestrian,Más de 74 years,Male,449843.0,4478613.0,False,2,-3.5915536371204753,40.45666874619034
2025S022252,2025-02-23T14:22:00Z,"CALLE SIERPE, 2",,2,Centro,1,Collision with fixed object,SKC,passenger car,Driver,21 to 24 years,Male,439742.0,4473528.0,False,1,-3.710195154838719,40.41018985770012
2025S022252,2025-02-23T14:22:00Z,"CALLE SIERPE, 2",,2,Centro,1,Collision with fixed object,SKC,passenger car,Driver,,,439742.0,4473528.0,False,2,-3.710195154838719,40.41018985770012
2025S022258,2025-02-25T07:55:00Z,"AUTOV. M-30, 24NC50",,24NC50,Moncloa-Aravaca,9,Rear-end collision,SKC,passenger car,Driver,21 to 24 years,Male,436478.0,4479807.0,False,1,-3.7492890361610707,40.46651059339652
2025S022258,2025-02-25T07:55:00Z,"AUTOV. M-30, 24NC50",,24NC50,Moncloa-Aravaca,9,Rear-end collision,SKC,passenger car,Driver,45 to 49 years,Female,436478.0,4479807.0,False,2,-3.7492890361610707,40.46651059339652
2025S022259,2025-02-25T08:37:00Z,AVDA. CIUDAD DE BARCELONA,CALLE JULIAN GAYARRE,5,Retiro,3,Front-to-side collision,SKC,sport motorcycle,Driver,55 to 59 years,Male,442052.0,4472943.0,False,1,-3.682918311744212,40.405083885414726
2025S022259,2025-02-25T08:37:00Z,AVDA. CIUDAD DE BARCELONA,CALLE JULIAN GAYARRE,5,Retiro,3,Front-to-side collision,SKC,passenger car,Driver,45 to 49 years,Male,442052.0,4472943.0,False,2,-3.682918311744212,40.405083885414726
2025S022268,2025-02-25T10:15:00Z,CALLE EL TOBOSO,CALLE ERVIGIO,1,Carabanchel,11,Fall,SKC,bicycle,Driver,50 to 54 years,Female,437872.0,4471643.0,False,1,-3.732049147451635,40.39307148245974
2025S022297,2025-02-25T13:00:00Z,CALLE SERRANO,CALLE JOSE ORTEGA Y GASSET,70,Salamanca,4,Rear-end collision,SKC,passenger car,Driver,50 to 54 years,Female,441729.0,4475749.0,False,1,-3.6869816804933575,40.430339197929996
2025S022297,2025-02-25T13:00:00Z,CALLE SERRANO,CALLE JOSE ORTEGA Y GASSET,70,Salamanca,4,Rear-end collision,SKC,passenger car,Driver,Más de 74 years,Male,441729.0,4475749.0,False,2,-3.6869816804933575,40.430339197929996
2025S022298,2025-02-25T13:30:00Z,"CALLE JERONIMA LLORENTE, 78",,78,Tetuán,6,Front-to-side collision,SKC,bicycle,Driver,30 to 34 years,Female,439856.0,4478189.0,False,1,-3.709292689763199,40.452186432948665
2025S022298,2025-02-25T13:30:00Z,"CALLE JERONIMA LLORENTE, 78",,78,Tetuán,6,Front-to-side collision,SKC,van,Driver,50 to 54 years,Male,439856.0,4478189.0,False,2,-3.709292689763199,40.452186432948665
2025S022301,2025-02-25T12:30:00Z,"CALLE ARTURO SORIA, 201",,201,Ciudad Lineal,15,Rear-end collision,SKC,passenger car,Driver,35 to 39 years,Male,444030.0,4478973.0,False,1,-3.6601400376108804,40.459540638775344
2025S022301,2025-02-25T12:30:00Z,"CALLE ARTURO SORIA, 201",,201,Ciudad Lineal,15,Rear-end collision,SKC,passenger car,Driver,40 to 44 years,Male,444030.0,4478973.0,False,2,-3.6601400376108804,40.459540638775344
2025S022301,2025-02-25T12:30:00Z,"CALLE ARTURO SORIA, 201",,201,Ciudad Lineal,15,Rear-end collision,SKC,passenger car,Passenger,35 to 39 years,Female,444030.0,4478973.0,False,3,-3.6601400376108804,40.459540638775344
2025S022318,2025-02-25T13:00:00Z,AVDA. NICETO ALCALA ZAMORA,AVDA. FRANCISCO PI Y MARGALL,6,Hortaleza,16,Collision with fixed object,,passenger car,Driver,Más de 74 years,Male,445161.0,4481879.0,False,1,-3.64705247476957,40.48579471744568
2025S022347,2025-02-25T10:30:00Z,CALLE ARZOBISPO MORCILLO,CALLE PEDRO RICO,2,Fuencarral-El Pardo,8,Rear-end collision,,passenger car,Driver,35 to 39 years,Female,441740.0,4481275.0,False,1,-3.687359116284644,40.48012062360925
2025S022347,2025-02-25T10:30:00Z,CALLE ARZOBISPO MORCILLO,CALLE PEDRO RICO,2,Fuencarral-El Pardo,8,Rear-end collision,,passenger car,Driver,,,441740.0,4481275.0,False,2,-3.687359116284644,40.48012062360925
2025S022349,2025-02-25T13:20:00Z,"CTRA. VILLAVERDE A VALLECAS, 248",,248,Villa de Vallecas,18,Multi-vehicle collision,,passenger car,Driver,18 to 20 years,Male,445229.0,4469011.0,False,1,-3.6451415466482686,40.36987703617767
2025S022349,2025-02-25T13:20:00Z,"CTRA. VILLAVERDE A VALLECAS, 248",,248,Villa de Vallecas,18,Multi-vehicle collision,,passenger car,Driver,21 to 24 years,Female,445229.0,4469011.0,False,2,-3.6451415466482686,40.36987703617767
2025S022349,2025-02-25T13:20:00Z,"CTRA. VILLAVERDE A VALLECAS, 248",,248,Villa de Vallecas,18,Multi-vehicle collision,,passenger car,Driver,50 to 54 years,Male,445229.0,4469011.0,False,3,-3.6451415466482686,40.36987703617767
2025S022359,2025-02-25T14:15:00Z,CALLE ARCIPRESTE DE HITA,CALLE PRINCESA,1,Moncloa-Aravaca,9,Side collision,SKC,bus,Driver,50 to 54 years,Male,439108.0,4476062.0,False,1,-3.717909501982514,40.43297109881916
2025S022359,2025-02-25T14:15:00Z,CALLE ARCIPRESTE DE HITA,CALLE PRINCESA,1,Moncloa-Aravaca,9,Side collision,SKC,passenger car,Driver,50 to 54 years,Male,439108.0,4476062.0,False,2,-3.717909501982514,40.43297109881916
2025S022360,2025-02-24T20:10:00Z,"CALLE PUERTO DEL MONASTERIO, 13",,13,Puente de Vallecas,13,Head-on collision,,passenger car,Driver,35 to 39 years,Male,443638.0,4471763.0,False,1,-3.664124009952669,40.39456264881217
2025S022360,2025-02-24T20:10:00Z,"CALLE PUERTO DEL MONASTERIO, 13",,13,Puente de Vallecas,13,Head-on collision,,passenger car,Driver,,,443638.0,4471763.0,False,2,-3.664124009952669,40.39456264881217
2025S022409,2025-02-25T15:47:00Z,"AUTOV. M-30, CALZADA EXTERIOR, P.K. 19",,19XC00,Moncloa-Aravaca,9,Fall,SKC,sport motorcycle,Driver,40 to 44 years,Male,438384.0,4474889.0,False,1,-3.726331042663847,40.42235091562905
2025S022464,2025-02-25T16:35:00Z,GTA. SANTA MARIA DE LA CABEZA,CALLE EMBAJADORES,1,Arganzuela,2,Front-to-side collision,SKC,passenger car,Driver,18 to 20 years,Female,440656.0,4472460.0,False,1,-3.6993240202539455,40.40063444477069
2025S022464,2025-02-25T16:35:00Z,GTA. SANTA MARIA DE LA CABEZA,CALLE EMBAJADORES,1,Arganzuela,2,Front-to-side collision,SKC,passenger car,Driver,30 to 34 years,Male,440656.0,4472460.0,False,2,-3.6993240202539455,40.40063444477069
2025S022486,2025-02-25T15:35:00Z,"CALLE SENDA DEL INFANTE, 26",,26,Fuencarral-El Pardo,8,Other,SKC,passenger car,Driver,50 to 54 years,Female,438892.0,4482399.0,False,1,-3.7210660784036236,40.49004128483548
2025S022489,2025-02-25T17:15:00Z,"PASEO. EXTREMADURA, 168",,168,Latina,10,Head-on collision,SKC,sport motorcycle,Driver,40 to 44 years,Male,437192.0,4473452.0,False,1,-3.740239384395031,40.409316720834276
2025S022489,2025-02-25T17:15:00Z,"PASEO. EXTREMADURA, 168",,168,Latina,10,Head-on collision,SKC,passenger car,Driver,55 to 59 years,Male,437192.0,4473452.0,False,2,-3.740239384395031,40.409316720834276
2025S022489,2025-02-25T17:15:00Z,"PASEO. EXTREMADURA, 168",,168,Latina,10,Head-on collision,SKC,passenger car,Passenger,50 to 54 years,Female,437192.0,4473452.0,False,3,-3.740239384395031,40.409316720834276
2025S022496,2025-02-25T16:55:00Z,"AVDA. ARAGON, 402",,402,San Blas-Canillejas,20,Collision with fixed object,,van,Driver,40 to 44 years,Male,453762.0,4477607.0,False,1,-3.545261608293287,40.44783329357269
2025S022497,2025-02-25T15:55:00Z,"CALLE SOR ANGELA DE LA CRUZ, 17",,17,Tetuán,6,Side collision,SKC,truck,Driver,35 to 39 years,Male,440951.0,4479040.0,False,1,-3.696459159841479,40.459931113607496
2025S022497,2025-02-25T15:55:00Z,"CALLE SOR ANGELA DE LA CRUZ, 17",,17,Tetuán,6,Side collision,SKC,truck,Passenger,40 to 44 years,Male,440951.0,4479040.0,False,2,-3.696459159841479,40.459931113607496
2025S022497,2025-02-25T15:55:00Z,"CALLE SOR ANGELA DE LA CRUZ, 17",,17,Tetuán,6,Side collision,SKC,passenger car,Driver,35 to 39 years,Male,440951.0,4479040.0,False,3,-3.696459159841479,40.459931113607496
2025S022497,2025-02-25T15:55:00Z,"CALLE SOR ANGELA DE LA CRUZ, 17",,17,Tetuán,6,Side collision,SKC,passenger car,Passenger,30 to 34 years,Male,440951.0,4479040.0,False,4,-3.696459159841479,40.459931113607496
2025S022499,2025-02-25T17:40:00Z,AVDA. ALBUFERA,san claudio,248,Puente de Vallecas,13,Fall,SKC,sport motorcycle,Driver,45 to 49 years,Male,445501.0,4471056.0,False,1,-3.6421127630409473,40.38831754098969
2025S022501,2025-02-25T17:30:00Z,GTA. ERMITA DE LA VIRGEN DE LA SOLEDAD,AUTOV. M-11,0,Barajas,21,Rear-end collision,SKC,passenger car,Driver,21 to 24 years,Male,450588.0,4479814.0,False,1,-3.5828610205163205,40.46753272152612
2025S022501,2025-02-25T17:30:00Z,GTA. ERMITA DE LA VIRGEN DE LA SOLEDAD,AUTOV. M-11,0,Barajas,21,Rear-end collision,SKC,passenger car,Driver,25 to 29 years,Male,450588.0,4479814.0,False,2,-3.5828610205163205,40.46753272152612
2025S022501,2025-02-25T17:30:00Z,GTA. ERMITA DE LA VIRGEN DE LA SOLEDAD,AUTOV. M-11,0,Barajas,21,Rear-end collision,SKC,passenger car,Passenger,45 to 49 years,Male,450588.0,4479814.0,False,3,-3.5828610205163205,40.46753272152612
2025S022506,2025-02-25T18:40:00Z,"AVDA. ALBUFERA, 108",,108,Puente de Vallecas,13,Fall,SKC,Motocicleta hasta 125cc,Driver,25 to 29 years,Male,445405.0,4471114.0,False,1,-3.643248748394193,40.38883375542801
2025S022510,2025-02-25T17:40:00Z,"AUTOV. A-3, +00400S",,+00400S,Puente de Vallecas,13,Rear-end collision,overcast,passenger car,Driver,30 to 34 years,Female,444316.0,4472955.0,False,1,-3.6562397707058634,40.405346489462325
2025S022510,2025-02-25T17:40:00Z,"AUTOV. A-3, +00400S",,+00400S,Puente de Vallecas,13,Rear-end collision,overcast,passenger car,Driver,45 to 49 years,Male,444316.0,4472955.0,False,2,-3.6562397707058634,40.405346489462325
2025S022537,2025-02-25T19:27:00Z,CALLE SAN MANUEL,CTRA. ZOO,1,Latina,10,Front-to-side collision,,van,Driver,35 to 39 years,Male,435445.0,4472768.0,False,1,-3.760758011242757,40.403021349542534
2025S022537,2025-02-25T19:27:00Z,CALLE SAN MANUEL,CTRA. ZOO,1,Latina,10,Front-to-side collision,,van,Driver,45 to 49 years,Male,435445.0,4472768.0,False,2,-3.760758011242757,40.403021349542534
2025S022564,2025-02-25T19:35:00Z,CALLE ANTONIO LOPEZ,CALLE FUENLABRADA,5,Carabanchel,11,Side collision,SKC,sport motorcycle,Driver,50 to 54 years,Male,439382.0,4472078.0,False,1,-3.714299677793583,40.397101436829985
2025S022564,2025-02-25T19:35:00Z,CALLE ANTONIO LOPEZ,CALLE FUENLABRADA,5,Carabanchel,11,Side collision,SKC,passenger car,Driver,30 to 34 years,Male,439382.0,4472078.0,False,2,-3.714299677793583,40.397101436829985
2025S022570,2025-02-25T19:50:00Z,"CALLE MIGUEL ANGEL, 32",,32,Chamberí,7,Collision with pedestrian,SKC,Motocicleta hasta 125cc,Driver,30 to 34 years,Male,441372.0,4476526.0,False,1,-3.691261893399657,40.4373136928122
2025S022570,2025-02-25T19:50:00Z,"CALLE MIGUEL ANGEL, 32",,32,Chamberí,7,Collision with pedestrian,SKC,Motocicleta hasta 125cc,Pedestrian,70 to 74 years,Male,441372.0,4476526.0,False,2,-3.691261893399657,40.4373136928122
2025S022572,2025-02-25T17:20:00Z,"AVDA. CARDENAL HERRERA ORIA, 369",,369,Fuencarral-El Pardo,8,Side collision,SKC,van,Driver,45 to 49 years,Male,437610.0,4480977.0,False,1,-3.7360523879181033,40.47713611229685
2025S022572,2025-02-25T17:20:00Z,"AVDA. CARDENAL HERRERA ORIA, 369",,369,Fuencarral-El Pardo,8,Side collision,SKC,passenger car,Driver,35 to 39 years,Female,437610.0,4480977.0,False,2,-3.7360523879181033,40.47713611229685
2025S022573,2025-02-25T20:14:00Z,"CALLE SAN MANUEL, 1",,1,Latina,10,Front-to-side collision,SKC,van,Driver,,,435440.0,4472737.0,False,1,-3.760813785402634,40.40274170215489
2025S022573,2025-02-25T20:14:00Z,"CALLE SAN MANUEL, 1",,1,Latina,10,Front-to-side collision,SKC,passenger car,Driver,21 to 24 years,Female,435440.0,4472737.0,False,2,-3.760813785402634,40.40274170215489
2025S022573,2025-02-25T20:14:00Z,"CALLE SAN MANUEL, 1",,1,Latina,10,Front-to-side collision,SKC,passenger car,Driver,30 to 34 years,Female,435440.0,4472737.0,False,3,-3.760813785402634,40.40274170215489
2025S022575,2025-02-25T19:00:00Z,"CALLE SANTA RAFAELA MARIA DEL SAGRADO CORAZON, 28",,28,Puente de Vallecas,13,Collision with pedestrian,SKC,passenger car,Driver,50 to 54 years,Male,442939.0,4470071.0,False,1,-3.672208367108077,40.37927253986479
2025S022575,2025-02-25T19:00:00Z,"CALLE SANTA RAFAELA MARIA DEL SAGRADO CORAZON, 28",,28,Puente de Vallecas,13,Collision with pedestrian,SKC,passenger car,Pedestrian,10 to 14 years,Male,442939.0,4470071.0,False,2,-3.672208367108077,40.37927253986479
2025S022577,2025-02-25T20:30:00Z,CALLE HONDURAS,CALLE VICTOR ANDRES BELAUNDE,1A,Chamartín,5,Front-to-side collision,SKC,sport motorcycle,Driver,40 to 44 years,Male,442277.0,4478989.0,False,1,-3.680815945818642,40.45956485197185
2025S022577,2025-02-25T20:30:00Z,CALLE HONDURAS,CALLE VICTOR ANDRES BELAUNDE,1A,Chamartín,5,Front-to-side collision,SKC,passenger car,Driver,70 to 74 years,Male,442277.0,4478989.0,False,2,-3.680815945818642,40.45956485197185
2025S022579,2025-02-25T18:05:00Z,AVDA. BUENOS AIRES,AVDA. ALBUFERA,2,Puente de Vallecas,13,Front-to-side collision,,passenger car,Driver,30 to 34 years,Female,444511.0,4471392.0,False,1,-3.653805601696323,40.39127907789073
2025S022579,2025-02-25T18:05:00Z,AVDA. BUENOS AIRES,AVDA. ALBUFERA,2,Puente de Vallecas,13,Front-to-side collision,,passenger car,Driver,50 to 54 years,Male,444511.0,4471392.0,False,2,-3.653805601696323,40.39127907789073
2025S022579,2025-02-25T18:05:00Z,AVDA. BUENOS AIRES,AVDA. ALBUFERA,2,Puente de Vallecas,13,Front-to-side collision,,passenger car,Passenger,25 to 29 years,Female,444511.0,4471392.0,False,3,-3.653805601696323,40.39127907789073
2025S022600,2025-02-25T20:30:00Z,GTA. REALES ACADEMIAS,CALLE GINZO DE LIMIA,0,Fuencarral-El Pardo,8,Front-to-side collision,SKC,off-road vehicle,Driver,Más de 74 years,Male,440194.0,4481486.0,False,1,-3.7056176336379814,40.48191148078295
2025S022600,2025-02-25T20:30:00Z,GTA. REALES ACADEMIAS,CALLE GINZO DE LIMIA,0,Fuencarral-El Pardo,8,Front-to-side collision,SKC,passenger car,Driver,40 to 44 years,Female,440194.0,4481486.0,False,2,-3.7056176336379814,40.48191148078295
2025S022613,2025-02-25T21:25:00Z,"CALLE MANUEL CHAVES NOGALES, 2",,2,Hortaleza,16,Rear-end collision,SKC,passenger car,Driver,40 to 44 years,Male,444679.0,4480699.0,False,1,-3.65263635247184,40.475132748240824
2025S022613,2025-02-25T21:25:00Z,"CALLE MANUEL CHAVES NOGALES, 2",,2,Hortaleza,16,Rear-end collision,SKC,passenger car,Driver,50 to 54 years,Male,444679.0,4480699.0,False,2,-3.65263635247184,40.475132748240824
2025S022613,2025-02-25T21:25:00Z,"CALLE MANUEL CHAVES NOGALES, 2",,2,Hortaleza,16,Rear-end collision,SKC,passenger car,Passenger,30 to 34 years,Female,444679.0,4480699.0,False,3,-3.65263635247184,40.475132748240824
2025S022615,2025-02-25T20:57:00Z,"CALLE MAR ADRIATICO, 9",,9,Hortaleza,16,Fall,SKC,moped,Driver,21 to 24 years,Male,445769.0,4480328.0,False,1,-3.639746384250712,40.47186248476114
2025S022618,2025-02-25T21:13:00Z,GTA. MARQUES DE VADILLO,CALLE ANTONIO DE LEYVA,1,Carabanchel,11,Rear-end collision,SKC,van,Driver,55 to 59 years,Male,439260.0,4472123.0,False,1,-3.715741466448117,40.39749792924005
2025S022618,2025-02-25T21:13:00Z,GTA. MARQUES DE VADILLO,CALLE ANTONIO DE LEYVA,1,Carabanchel,11,Rear-end collision,SKC,passenger car,Driver,18 to 20 years,Male,439260.0,4472123.0,False,2,-3.715741466448117,40.39749792924005
2025S022618,2025-02-25T21:13:00Z,GTA. MARQUES DE VADILLO,CALLE ANTONIO DE LEYVA,1,Carabanchel,11,Rear-end collision,SKC,passenger car,Passenger,40 to 44 years,Female,439260.0,4472123.0,False,3,-3.715741466448117,40.39749792924005
2025S022645,2025-02-25T21:30:00Z,"CALLE NAVAS DEL REY, 3",,3,Latina,10,Multi-vehicle collision,SKC,,Driver,,,437394.0,4473501.0,,1,-3.737863671417387,40.40977334959505
2025S022645,2025-02-25T21:30:00Z,"CALLE NAVAS DEL REY, 3",,3,Latina,10,Multi-vehicle collision,SKC,passenger car,Driver,35 to 39 years,Female,437394.0,4473501.0,False,2,-3.737863671417387,40.40977334959505
2025S022645,2025-02-25T21:30:00Z,"CALLE NAVAS DEL REY, 3",,3,Latina,10,Multi-vehicle collision,SKC,passenger car,Driver,,,437394.0,4473501.0,False,3,-3.737863671417387,40.40977334959505
2025S022645,2025-02-25T21:30:00Z,"CALLE NAVAS DEL REY, 3",,3,Latina,10,Multi-vehicle collision,SKC,passenger car,Driver,,,437394.0,4473501.0,False,4,-3.737863671417387,40.40977334959505
2025S022654,2025-02-25T22:15:00Z,CALLE ELOY GONZALO,CALLE CARDENAL CISNEROS,10,Chamberí,7,Rear-end collision,SKC,bicycle,Driver,25 to 29 years,Male,440380.0,4476153.0,False,1,-3.7029223904041384,40.433883017490366
2025S022654,2025-02-25T22:15:00Z,CALLE ELOY GONZALO,CALLE CARDENAL CISNEROS,10,Chamberí,7,Rear-end collision,SKC,Motocicleta hasta 125cc,Driver,18 to 20 years,Male,440380.0,4476153.0,False,2,-3.7029223904041384,40.433883017490366
