id_participacion,num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,wikidata_distrito_uri,wikidata_distrito_qid,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2023S040280-0,2023S040280,2024-01-04,14:09:00,Avda. Niceto Alcala Zamora / Autov. M-11,3,16,Hortaleza,http://www.wikidata.org/entity/Q1928529,Q1928529,Colisión Fronto-lateral,Lluvia Débil,Motocicleta > 125cc,Conductor,De 55 A 59 Años,Desconocido,2,Ingreso Inferior O Igual A 24 Horas,444913,4481427,,
2023S040280-1,2023S040280,2024-01-04,14:09:00,Avda. Niceto Alcala Zamora / Autov. M-11,3,16,Hortaleza,http://www.wikidata.org/entity/Q1928529,Q1928529,Colisión Fronto-lateral,Lluvia Débil,Turismo,Conductor,De 55 A 59 Años,Desconocido,14,Sin Asistencia Sanitaria,444913,4481427,,
2023S040309-2,2023S040309,2024-02-15,14:05:00,Call. Tesoro / Call. Minas,18,1,Centro,http://www.wikidata.org/entity/Q1763376,Q1763376,Colisión Fronto-lateral,Lluvia Débil,Bicicleta,Conductor,De 25 A 29 Años,Desconocido,7,Asistencia Sanitaria Sólo En El Lugar Del Accidente,440123,4475170,,
2023S040309-3,2023S040309,2024-02-15,14:05:00,Call. Tesoro / Call. Minas,18,1,Centro,http://www.wikidata.org/entity/Q1763376,Q1763376,Colisión Fronto-lateral,Lluvia Débil,Motocicleta Hasta 125cc,Conductor,De 35 A 39 Años,Desconocido,14,Sin Asistencia Sanitaria,440123,4475170,,
2023S040310-4,2023S040310,2024-02-18,10:40:00,Gta. Ruiz Jimenez / Call. San Bernardo,3,7,Chamberí,http://www.wikidata.org/entity/Q1763370,Q1763370,Colisión Lateral,Despejado,Turismo,Conductor,De 25 A 29 Años,Desconocido,,,440137,4475721,,
2023S040310-5,2023S040310,2024-02-18,10:40:00,Gta. Ruiz Jimenez / Call. San Bernardo,3,7,Chamberí,http://www.wikidata.org/entity/Q1763370,Q1763370,Colisión Lateral,Despejado,Turismo,Conductor,De 55 A 59 Años,Desconocido,,,440137,4475721,,
2023S040312-6,2023S040312,2024-02-25,17:20:00,"Call. Pinos Alta, 93",93,6,Tetuán,http://www.wikidata.org/entity/Q1773540,Q1773540,Colisión Lateral,Despejado,Camión Rígido,Conductor,De 25 A 29 Años,Desconocido,14,Sin Asistencia Sanitaria,440709,4480102,,
2023S040312-7,2023S040312,2024-02-25,17:20:00,"Call. Pinos Alta, 93",93,6,Tetuán,http://www.wikidata.org/entity/Q1773540,Q1773540,Colisión Lateral,Despejado,Maquinaria De Obras,Conductor,De 50 A 54 Años,Desconocido,14,Sin Asistencia Sanitaria,440709,4480102,,
2023S040316-8,2023S040316,2024-03-07,14:25:00,Ctra. Barrio De La Fortuna / Call. Pinar De San Jose,14,10,Latina,http://www.wikidata.org/entity/Q794954,Q794954,Alcance,Lluvia Débil,Furgoneta,Conductor,De 60 A 64 Años,Desconocido,,,433983,4468473,,
2023S040316-9,2023S040316,2024-03-07,14:25:00,Ctra. Barrio De La Fortuna / Call. Pinar De San Jose,14,10,Latina,http://www.wikidata.org/entity/Q794954,Q794954,Alcance,Lluvia Débil,Turismo,Conductor,De 25 A 29 Años,Desconocido,,,433983,4468473,,
2023S040319-10,2023S040319,2024-03-27,8:10:00,"Ctra. Ciudad Universitaria, 0",0,9,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Q2017682,Choque Contra Obstáculo Fijo,,Turismo,Conductor,De 21 A 24 Años,Desconocido,,,437064,4478229,,
2024S000001-11,2024S000001,2024-01-01,1:20:00,"Autov. M-30, 08nl00",08NL00,3,Retiro,http://www.wikidata.org/entity/Q2002296,Q2002296,Colisión Múltiple,Despejado,Turismo,Conductor,De 25 A 29 Años,Desconocido,14,Sin Asistencia Sanitaria,443927,4473998,,
2024S000001-12,2024S000001,2024-01-01,1:20:00,"Autov. M-30, 08nl00",08NL00,3,Retiro,http://www.wikidata.org/entity/Q2002296,Q2002296,Colisión Múltiple,Despejado,Turismo,Conductor,De 25 A 29 Años,Desconocido,14,Sin Asistencia Sanitaria,443927,4473998,,
2024S000001-13,2024S000001,2024-01-01,1:20:00,"Autov. M-30, 08nl00",08NL00,3,Retiro,http://www.wikidata.org/entity/Q2002296,Q2002296,Colisión Múltiple,Despejado,Turismo,Conductor,De 30 A 34 Años,Desconocido,14,Sin Asistencia Sanitaria,443927,4473998,,
2024S000001-14,2024S000001,2024-01-01,1:20:00,"Autov. M-30, 08nl00",08NL00,3,Retiro,http://www.wikidata.org/entity/Q2002296,Q2002296,Colisión Múltiple,Despejado,Turismo,Conductor,De 55 A 59 Años,Desconocido,14,Sin Asistencia Sanitaria,443927,4473998,,
2024S000001-15,2024S000001,2024-01-01,1:20:00,"Autov. M-30, 08nl00",08NL00,3,Retiro,http://www.wikidata.org/entity/Q2002296,Q2002296,Colisión Múltiple,Despejado,Turismo,Pasajero,De 18 A 20 Años,Desconocido,1,Atención En Urgencias Sin Posterior Ingreso,443927,4473998,,
2024S000001-16,2024S000001,2024-01-01,1:20:00,"Autov. M-30, 08nl00",08NL00,3,Retiro,http://www.wikidata.org/entity/Q2002296,Q2002296,Colisión Múltiple,Despejado,Turismo,Pasajero,De 25 A 29 Años,Desconocido,14,Sin Asistencia Sanitaria,443927,4473998,,
2024S000001-17,2024S000001,2024-01-01,1:20:00,"Autov. M-30, 08nl00",08NL00,3,Retiro,http://www.wikidata.org/entity/Q2002296,Q2002296,Colisión Múltiple,Despejado,Turismo,Pasajero,De 30 A 34 Años,Desconocido,14,Sin Asistencia Sanitaria,443927,4473998,,
2024S000001-18,2024S000001,2024-01-01,1:20:00,"Autov. M-30, 08nl00",08NL00,3,Retiro,http://www.wikidata.org/entity/Q2002296,Q2002296,Colisión Múltiple,Despejado,Turismo,Pasajero,De 30 A 34 Años,Desconocido,14,Sin Asistencia Sanitaria,443927,4473998,,
2024S000001-19,2024S000001,2024-01-01,1:20:00,"Autov. M-30, 08nl00",08NL00,3,Retiro,http://www.wikidata.org/entity/Q2002296,Q2002296,Colisión Múltiple,Despejado,Turismo,Pasajero,De 55 A 59 Años,Desconocido,14,Sin Asistencia Sanitaria,443927,4473998,,
2024S000002-20,2024S000002,2024-01-01,2:45:00,"Call. Puerto Alto, 48",48,13,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Q2003054,Choque Contra Obstáculo Fijo,Despejado,Turismo,Conductor,De 50 A 54 Años,Desconocido,,,443249,4471571,,
2024S000002-21,2024S000002,2024-01-01,2:45:00,"Call. Puerto Alto, 48",48,13,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Q2003054,Choque Contra Obstáculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,443249,4471571,,
2024S000002-22,2024S000002,2024-01-01,2:45:00,"Call. Puerto Alto, 48",48,13,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Q2003054,Choque Contra Obstáculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,443249,4471571,,
2024S000002-23,2024S000002,2024-01-01,2:45:00,"Call. Puerto Alto, 48",48,13,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Q2003054,Choque Contra Obstáculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,443249,4471571,,
2024S000002-24,2024S000002,2024-01-01,2:45:00,"Call. Puerto Alto, 48",48,13,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Q2003054,Choque Contra Obstáculo Fijo,Despejado,Turismo,Pasajero,De 40 A 44 Años,Desconocido,14,Sin Asistencia Sanitaria,443249,4471571,,
2024S000004-25,2024S000004,2024-01-01,2:00:00,"Avda. Doctor Garcia Tapia, 64",64,14,Moratalaz,http://www.wikidata.org/entity/Q2076109,Q2076109,Colisión Fronto-lateral,Despejado,Turismo,Conductor,De 18 A 20 Años,Desconocido,,,444513,4473729,,
2024S000004-26,2024S000004,2024-01-01,2:00:00,"Avda. Doctor Garcia Tapia, 64",64,14,Moratalaz,http://www.wikidata.org/entity/Q2076109,Q2076109,Colisión Fronto-lateral,Despejado,Turismo,Conductor,De 40 A 44 Años,Desconocido,,,444513,4473729,,
2024S000005-27,2024S000005,2024-01-01,2:45:00,"Avda. Poblados, 80",80,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,Q1001991,Colisión Frontal,Despejado,Turismo,Conductor,De 50 A 54 Años,Desconocido,14,Sin Asistencia Sanitaria,436809,4469484,,
2024S000005-28,2024S000005,2024-01-01,2:45:00,"Avda. Poblados, 80",80,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,Q1001991,Colisión Frontal,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,436809,4469484,,
2024S000005-29,2024S000005,2024-01-01,2:45:00,"Avda. Poblados, 80",80,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,Q1001991,Colisión Frontal,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,436809,4469484,,
2024S000010-30,2024S000010,2024-01-01,7:20:00,Call. Luna / Call. Corredera Baja De San Pablo,1,1,Centro,http://www.wikidata.org/entity/Q1763376,Q1763376,Colisión Fronto-lateral,Despejado,Turismo,Conductor,De 40 A 44 Años,Desconocido,14,Sin Asistencia Sanitaria,440193,4474773,,
2024S000010-31,2024S000010,2024-01-01,7:20:00,Call. Luna / Call. Corredera Baja De San Pablo,1,1,Centro,http://www.wikidata.org/entity/Q1763376,Q1763376,Colisión Fronto-lateral,Despejado,Turismo,Conductor,De 55 A 59 Años,Desconocido,14,Sin Asistencia Sanitaria,440193,4474773,,
2024S000012-32,2024S000012,2024-01-01,8:05:00,"Call. Maria Odiaga, 20",20,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,Q1001991,Colisión Lateral,,Turismo,Conductor,De 25 A 29 Años,Desconocido,,,437002,4470046,,
2024S000012-33,2024S000012,2024-01-01,8:05:00,"Call. Maria Odiaga, 20",20,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,Q1001991,Colisión Lateral,,Turismo,Conductor,De 30 A 34 Años,Desconocido,,,437002,4470046,,
2024S000013-34,2024S000013,2024-01-01,7:35:00,Call. Conde De Peñalver / Call. Padilla,64,4,Salamanca,http://www.wikidata.org/entity/Q1773521,Q1773521,Atropello A Persona,Despejado,Turismo,Conductor,De 35 A 39 Años,Desconocido,14,Sin Asistencia Sanitaria,442700,4475970,,
2024S000013-35,2024S000013,2024-01-01,7:35:00,Call. Conde De Peñalver / Call. Padilla,64,4,Salamanca,http://www.wikidata.org/entity/Q1773521,Q1773521,Atropello A Persona,Despejado,Turismo,Peatón,De 18 A 20 Años,Desconocido,7,Asistencia Sanitaria Sólo En El Lugar Del Accidente,442700,4475970,,
2024S000015-36,2024S000015,2024-01-01,7:35:00,"Paseo. Castellana, 33",33,7,Chamberí,http://www.wikidata.org/entity/Q1763370,Q1763370,Choque Contra Obstáculo Fijo,Despejado,Turismo,Conductor,De 30 A 34 Años,Desconocido,14,Sin Asistencia Sanitaria,441549,4475931,,
2024S000015-37,2024S000015,2024-01-01,7:35:00,"Paseo. Castellana, 33",33,7,Chamberí,http://www.wikidata.org/entity/Q1763370,Q1763370,Choque Contra Obstáculo Fijo,Despejado,Vmu Eléctrico,Conductor,De 18 A 20 Años,Desconocido,14,Sin Asistencia Sanitaria,441549,4475931,,
2024S000018-38,2024S000018,2024-01-01,7:40:00,"Call. Sanchez Preciado, 41",41,9,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Q2017682,Colisión Múltiple,Nublado,Furgoneta,Conductor,Desconocido,Desconocido,,,439703,4479106,,
2024S000018-39,2024S000018,2024-01-01,7:40:00,"Call. Sanchez Preciado, 41",41,9,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Q2017682,Colisión Múltiple,Nublado,Turismo,Conductor,Desconocido,Desconocido,,,439703,4479106,,
2024S000018-40,2024S000018,2024-01-01,7:40:00,"Call. Sanchez Preciado, 41",41,9,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Q2017682,Colisión Múltiple,Nublado,Turismo,Conductor,Desconocido,Desconocido,,,439703,4479106,,
2024S000018-41,2024S000018,2024-01-01,7:40:00,"Call. Sanchez Preciado, 41",41,9,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Q2017682,Colisión Múltiple,Nublado,Turismo,Conductor,Desconocido,Desconocido,,,439703,4479106,,
2024S000022-42,2024S000022,2024-01-01,12:25:00,"Call. Serrano, 203",203,5,Chamartín,http://www.wikidata.org/entity/Q1766348,Q1766348,Choque Contra Obstáculo Fijo,Despejado,Motocicleta > 125cc,Conductor,De 30 A 34 Años,Desconocido,,,442268,4478258,,
2024S000022-43,2024S000022,2024-01-01,12:25:00,"Call. Serrano, 203",203,5,Chamartín,http://www.wikidata.org/entity/Q1766348,Q1766348,Choque Contra Obstáculo Fijo,Despejado,Turismo,Conductor,De 50 A 54 Años,Desconocido,,,442268,4478258,,
2024S000025-44,2024S000025,2024-01-01,15:45:00,Call. General Ricardos / Call. Parra,159,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,Q1001991,Alcance,Despejado,Autobús,Conductor,De 50 A 54 Años,Desconocido,14,Sin Asistencia Sanitaria,437822,4471073,,
2024S000025-45,2024S000025,2024-01-01,15:45:00,Call. General Ricardos / Call. Parra,159,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,Q1001991,Alcance,Despejado,Motocicleta Hasta 125cc,Conductor,De 35 A 39 Años,Desconocido,14,Sin Asistencia Sanitaria,437822,4471073,,
2024S000027-46,2024S000027,2024-01-01,16:30:00,Call. Alejandro Moran / Call. General Ricardos,2,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,Q1001991,Colisión Fronto-lateral,Despejado,Bicicleta Epac (pedaleo Asistido),Conductor,De 25 A 29 Años,Desconocido,7,Asistencia Sanitaria Sólo En El Lugar Del Accidente,437732,4470986,,
2024S000027-47,2024S000027,2024-01-01,16:30:00,Call. Alejandro Moran / Call. General Ricardos,2,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,Q1001991,Colisión Fronto-lateral,Despejado,Turismo,Conductor,De 55 A 59 Años,Desconocido,14,Sin Asistencia Sanitaria,437732,4470986,,
2024S000028-48,2024S000028,2024-01-01,16:30:00,"Call. Aurora Iglesias, 11",11,13,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Q2003054,Choque Contra Obstáculo Fijo,Despejado,Turismo,Conductor,De 25 A 29 Años,Desconocido,,,443496,4472305,,
2024S000029-49,2024S000029,2024-01-01,16:35:00,Cmno. Viejo De Vicalvaro / Autov. M-40,7,19,Vicálvaro,http://www.wikidata.org/entity/Q589403,Q589403,Alcance,Despejado,Turismo,Conductor,De 30 A 34 Años,Desconocido,7,Asistencia Sanitaria Sólo En El Lugar Del Accidente,447084,4472972,,
2024S000029-50,2024S000029,2024-01-01,16:35:00,Cmno. Viejo De Vicalvaro / Autov. M-40,7,19,Vicálvaro,http://www.wikidata.org/entity/Q589403,Q589403,Alcance,Despejado,Turismo,Conductor,De 55 A 59 Años,Desconocido,14,Sin Asistencia Sanitaria,447084,4472972,,
2024S000032-51,2024S000032,2024-01-01,18:20:00,Paseo. Delicias / Call. Vizcaya,28,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Colisión Fronto-lateral,Se Desconoce,Turismo,Conductor,De 30 A 34 Años,Desconocido,14,Sin Asistencia Sanitaria,441147,4472907,,
2024S000032-52,2024S000032,2024-01-01,18:20:00,Paseo. Delicias / Call. Vizcaya,28,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Colisión Fronto-lateral,Se Desconoce,Turismo,Conductor,De 40 A 44 Años,Desconocido,14,Sin Asistencia Sanitaria,441147,4472907,,
2024S000032-53,2024S000032,2024-01-01,18:20:00,Paseo. Delicias / Call. Vizcaya,28,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Colisión Fronto-lateral,Se Desconoce,Turismo,Pasajero,De 15 A 17 Años,Desconocido,14,Sin Asistencia Sanitaria,441147,4472907,,
2024S000032-54,2024S000032,2024-01-01,18:20:00,Paseo. Delicias / Call. Vizcaya,28,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Colisión Fronto-lateral,Se Desconoce,Turismo,Pasajero,De 25 A 29 Años,Desconocido,14,Sin Asistencia Sanitaria,441147,4472907,,
2024S000032-55,2024S000032,2024-01-01,18:20:00,Paseo. Delicias / Call. Vizcaya,28,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Colisión Fronto-lateral,Se Desconoce,Turismo,Pasajero,De 45 A 49 Años,Desconocido,14,Sin Asistencia Sanitaria,441147,4472907,,
2024S000032-56,2024S000032,2024-01-01,18:20:00,Paseo. Delicias / Call. Vizcaya,28,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Colisión Fronto-lateral,Se Desconoce,Turismo,Pasajero,De 55 A 59 Años,Desconocido,14,Sin Asistencia Sanitaria,441147,4472907,,
2024S000033-57,2024S000033,2024-01-01,15:15:00,"Call. Almeria, 8",8,4,Salamanca,http://www.wikidata.org/entity/Q1773521,Q1773521,Choque Contra Obstáculo Fijo,Despejado,Turismo,Conductor,De 30 A 34 Años,Desconocido,,,443832,4475667,,
2024S000033-58,2024S000033,2024-01-01,15:15:00,"Call. Almeria, 8",8,4,Salamanca,http://www.wikidata.org/entity/Q1773521,Q1773521,Choque Contra Obstáculo Fijo,Despejado,Turismo,Conductor,De 45 A 49 Años,Desconocido,,,443832,4475667,,
2024S000034-59,2024S000034,2024-01-01,19:30:00,"Call. Isaac Peral, 32",32,7,Chamberí,http://www.wikidata.org/entity/Q1763370,Q1763370,Colisión Fronto-lateral,,Turismo,Conductor,Desconocido,Desconocido,,,439125,4476637,,
2024S000034-60,2024S000034,2024-01-01,19:30:00,"Call. Isaac Peral, 32",32,7,Chamberí,http://www.wikidata.org/entity/Q1763370,Q1763370,Colisión Fronto-lateral,,Turismo,Conductor,Desconocido,Desconocido,,,439125,4476637,,
2024S000034-61,2024S000034,2024-01-01,19:30:00,"Call. Isaac Peral, 32",32,7,Chamberí,http://www.wikidata.org/entity/Q1763370,Q1763370,Colisión Fronto-lateral,,Turismo,Conductor,Más De 74 Años,Desconocido,,,439125,4476637,,
2024S000035-62,2024S000035,2024-01-01,19:22:00,Call. Condesa Vega Del Pozo / Call. Lago Sanabria,2,19,Vicálvaro,http://www.wikidata.org/entity/Q589403,Q589403,Colisión Fronto-lateral,Despejado,Turismo,Conductor,De 21 A 24 Años,Desconocido,14,Sin Asistencia Sanitaria,448375,4472779,,
2024S000035-63,2024S000035,2024-01-01,19:22:00,Call. Condesa Vega Del Pozo / Call. Lago Sanabria,2,19,Vicálvaro,http://www.wikidata.org/entity/Q589403,Q589403,Colisión Fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,448375,4472779,,
2024S000035-64,2024S000035,2024-01-01,19:22:00,Call. Condesa Vega Del Pozo / Call. Lago Sanabria,2,19,Vicálvaro,http://www.wikidata.org/entity/Q589403,Q589403,Colisión Fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,448375,4472779,,
2024S000035-65,2024S000035,2024-01-01,19:22:00,Call. Condesa Vega Del Pozo / Call. Lago Sanabria,2,19,Vicálvaro,http://www.wikidata.org/entity/Q589403,Q589403,Colisión Fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,448375,4472779,,
2024S000035-66,2024S000035,2024-01-01,19:22:00,Call. Condesa Vega Del Pozo / Call. Lago Sanabria,2,19,Vicálvaro,http://www.wikidata.org/entity/Q589403,Q589403,Colisión Fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,448375,4472779,,
2024S000035-67,2024S000035,2024-01-01,19:22:00,Call. Condesa Vega Del Pozo / Call. Lago Sanabria,2,19,Vicálvaro,http://www.wikidata.org/entity/Q589403,Q589403,Colisión Fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,448375,4472779,,
2024S000037-68,2024S000037,2024-01-01,20:00:00,Call. La Cabrera / Call. Candido Mateos,2,8,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,Q656196,Colisión Fronto-lateral,Despejado,Turismo,Conductor,De 65 A 69 Años,Desconocido,14,Sin Asistencia Sanitaria,439122,4480403,,
2024S000037-69,2024S000037,2024-01-01,20:00:00,Call. La Cabrera / Call. Candido Mateos,2,8,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,Q656196,Colisión Fronto-lateral,Despejado,Turismo,Pasajero,De 65 A 69 Años,Desconocido,14,Sin Asistencia Sanitaria,439122,4480403,,
2024S000037-70,2024S000037,2024-01-01,20:00:00,Call. La Cabrera / Call. Candido Mateos,2,8,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,Q656196,Colisión Fronto-lateral,Despejado,Vmu Eléctrico,Conductor,De 15 A 17 Años,Desconocido,7,Asistencia Sanitaria Sólo En El Lugar Del Accidente,439122,4480403,,
2024S000038-71,2024S000038,2024-01-01,21:05:00,"Avda. Planetario, 36",36,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Alcance,,Furgoneta,Conductor,Desconocido,Desconocido,,,441697,4471196,,
2024S000038-72,2024S000038,2024-01-01,21:05:00,"Avda. Planetario, 36",36,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Alcance,,Turismo,Conductor,De 30 A 34 Años,Desconocido,14,Sin Asistencia Sanitaria,441697,4471196,,
2024S000039-73,2024S000039,2024-01-01,22:05:00,"Avda. Menendez Pelayo, 20",20,3,Retiro,http://www.wikidata.org/entity/Q2002296,Q2002296,Colisión Lateral,Despejado,Furgoneta,Conductor,De 50 A 54 Años,Desconocido,14,Sin Asistencia Sanitaria,442361,4473141,,
2024S000039-74,2024S000039,2024-01-01,22:05:00,"Avda. Menendez Pelayo, 20",20,3,Retiro,http://www.wikidata.org/entity/Q2002296,Q2002296,Colisión Lateral,Despejado,Motocicleta Hasta 125cc,Conductor,De 25 A 29 Años,Desconocido,2,Ingreso Inferior O Igual A 24 Horas,442361,4473141,,
2024S000041-75,2024S000041,2024-01-01,23:30:00,Avda. Los Rosales / Call. Corindon,19,12,Usera,http://www.wikidata.org/entity/Q953368,Q953368,Alcance,Despejado,Motocicleta Hasta 125cc,Conductor,De 40 A 44 Años,Desconocido,,,441385,4468726,,
2024S000041-76,2024S000041,2024-01-01,23:30:00,Avda. Los Rosales / Call. Corindon,19,12,Usera,http://www.wikidata.org/entity/Q953368,Q953368,Alcance,Despejado,Turismo,Conductor,De 21 A 24 Años,Desconocido,,,441385,4468726,,
2024S000042-77,2024S000042,2024-01-01,22:55:00,"Call. Mendez Alvaro, 16",16,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Atropello A Persona,Despejado,Turismo,Conductor,De 60 A 64 Años,Desconocido,14,Sin Asistencia Sanitaria,441302,4473060,,
2024S000042-78,2024S000042,2024-01-01,22:55:00,"Call. Mendez Alvaro, 16",16,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Atropello A Persona,Despejado,Turismo,Peatón,De 21 A 24 Años,Desconocido,,,441302,4473060,,
2024S000044-79,2024S000044,2024-01-01,23:35:00,"Call. Jose Ortega Y Gasset, 98",98,4,Salamanca,http://www.wikidata.org/entity/Q1773521,Q1773521,Choque Contra Obstáculo Fijo,Despejado,,Conductor,Desconocido,Desconocido,,,443065,4475662,,
2024S000044-80,2024S000044,2024-01-01,23:35:00,"Call. Jose Ortega Y Gasset, 98",98,4,Salamanca,http://www.wikidata.org/entity/Q1773521,Q1773521,Choque Contra Obstáculo Fijo,Despejado,Todo Terreno,Conductor,De 45 A 49 Años,Desconocido,,,443065,4475662,,
2024S000045-81,2024S000045,2024-01-02,6:20:00,Call. Jose Vasconcelos / Call. Mauricio Legendre,2,5,Chamartín,http://www.wikidata.org/entity/Q1766348,Q1766348,Colisión Lateral,Despejado,Camión Rígido,Conductor,De 45 A 49 Años,Desconocido,,,441829,4480261,,
2024S000045-82,2024S000045,2024-01-02,6:20:00,Call. Jose Vasconcelos / Call. Mauricio Legendre,2,5,Chamartín,http://www.wikidata.org/entity/Q1766348,Q1766348,Colisión Lateral,Despejado,Turismo,Conductor,De 60 A 64 Años,Desconocido,14,Sin Asistencia Sanitaria,441829,4480261,,
2024S000053-83,2024S000053,2024-01-02,7:30:00,Call. Gonzalez Davila / Cmno. Hormigueras,24,18,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,Q1947988,Atropello A Persona,Nublado,Camión Rígido,Conductor,De 45 A 49 Años,Desconocido,14,Sin Asistencia Sanitaria,445775,4469684,,
2024S000053-84,2024S000053,2024-01-02,7:30:00,Call. Gonzalez Davila / Cmno. Hormigueras,24,18,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,Q1947988,Atropello A Persona,Nublado,Camión Rígido,Pasajero,De 25 A 29 Años,Desconocido,14,Sin Asistencia Sanitaria,445775,4469684,,
2024S000053-85,2024S000053,2024-01-02,7:30:00,Call. Gonzalez Davila / Cmno. Hormigueras,24,18,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,Q1947988,Atropello A Persona,Nublado,Camión Rígido,Pasajero,De 25 A 29 Años,Desconocido,14,Sin Asistencia Sanitaria,445775,4469684,,
2024S000053-86,2024S000053,2024-01-02,7:30:00,Call. Gonzalez Davila / Cmno. Hormigueras,24,18,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,Q1947988,Atropello A Persona,Nublado,Camión Rígido,Peatón,De 50 A 54 Años,Desconocido,3,Ingreso Superior A 24 Horas,445775,4469684,,
2024S000054-87,2024S000054,2024-01-01,11:10:00,"Call. Pamplona, 15",15,6,Tetuán,http://www.wikidata.org/entity/Q1773540,Q1773540,Colisión Lateral,Despejado,Furgoneta,Conductor,Desconocido,Desconocido,,,440234,4478376,,
2024S000054-88,2024S000054,2024-01-01,11:10:00,"Call. Pamplona, 15",15,6,Tetuán,http://www.wikidata.org/entity/Q1773540,Q1773540,Colisión Lateral,Despejado,Turismo,Conductor,De 40 A 44 Años,Desconocido,,,440234,4478376,,
2024S000055-89,2024S000055,2024-01-02,9:15:00,"Paseo. Imperial, 20",20,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Colisión Fronto-lateral,Despejado,Camión Rígido,Conductor,De 65 A 69 Años,Desconocido,,,439147,4473245,,
2024S000055-90,2024S000055,2024-01-02,9:15:00,"Paseo. Imperial, 20",20,2,Arganzuela,http://www.wikidata.org/entity/Q2000929,Q2000929,Colisión Fronto-lateral,Despejado,Turismo,Conductor,De 40 A 44 Años,Desconocido,,,439147,4473245,,
2024S000056-91,2024S000056,2024-01-02,7:54:00,"Aerop. Terminal T-4, Llegadas, Linea De Taxis",0,21,Barajas,http://www.wikidata.org/entity/Q807230,Q807230,Atropello A Persona,Despejado,Turismo,Conductor,De 60 A 64 Años,Desconocido,14,Sin Asistencia Sanitaria,449849,4482596,,
2024S000056-92,2024S000056,2024-01-02,7:54:00,"Aerop. Terminal T-4, Llegadas, Linea De Taxis",0,21,Barajas,http://www.wikidata.org/entity/Q807230,Q807230,Atropello A Persona,Despejado,Turismo,Peatón,De 60 A 64 Años,Desconocido,1,Atención En Urgencias Sin Posterior Ingreso,449849,4482596,,
2024S000057-93,2024S000057,2024-01-02,9:20:00,"Paseo. Extremadura, 302",302,10,Latina,http://www.wikidata.org/entity/Q794954,Q794954,Colisión Fronto-lateral,Nublado,Turismo,Conductor,De 21 A 24 Años,Desconocido,2,Ingreso Inferior O Igual A 24 Horas,435234,4472480,,
