idTram,infoDisponible,data,tempsActual,tempsPrevist,tempsRecorregutFutur,factorReferenciaActual,tendencia
55,1,20250801012552,0,0,-1,-1,-1
56,1,20250801012552,0,0,-1,-1,-1
57,1,20250801012552,0,0,-1,-1,-1
58,1,20250801012552,0,0,-1,-1,-1
59,1,20250801012552,0,0,-1,-1,-1
60,1,20250801012552,414,414,1,1,1
61,1,20250801012552,285,283,1,1,1
62,0,20250801012552,1108,1108,1,1,1
63,0,20250801012552,0,0,-1,-1,-1
64,0,20250801012552,0,0,-1,-1,-1
65,1,20250801012552,124,130,1,1,1
66,1,20250801012552,0,0,-1,-1,-1
67,1,20250801012552,221,212,1,1,1
68,1,20250801012552,115,121,1,1,1
69,1,20250801012552,133,125,1,1,1
70,1,20250801012552,182,157,0,0,1
71,0,20250801012552,92,95,1,1,1
72,0,20250801012552,183,183,1,1,1
73,0,20250801012552,117,119,1,1,1
74,0,20250801012552,93,91,1,1,1
75,0,20250801012552,232,239,1,1,1
76,0,20250801012552,87,85,1,1,1
77,1,20250801012552,430,430,1,1,1
78,1,20250801012552,425,425,1,1,1
1,1,20250801013552,300,300,1,1,1
2,1,20250801013552,0,0,-1,-1,-1
3,1,20250801013552,304,304,1,1,1
4,1,20250801013552,325,325,1,1,1
5,1,20250801013552,174,174,1,1,1
6,1,20250801013552,275,275,1,1,1
7,1,20250801013552,187,185,1,1,1
8,0,20250801013552,0,0,-1,-1,-1
9,0,20250801013552,0,0,-1,-1,-1
10,1,20250801013552,171,171,1,1,1
11,1,20250801013552,0,0,-1,-1,-1
12,1,20250801013552,99,99,1,1,1
13,1,20250801013552,230,231,1,1,1
14,0,20250801013552,0,0,-1,-1,-1
15,1,20250801013552,220,235,1,1,1
16,1,20250801013552,237,237,1,1,1
17,1,20250801013552,192,192,1,1,1
18,1,20250801013552,0,0,-1,-1,-1
19,0,20250801013552,0,0,-1,-1,-1
20,0,20250801013552,0,0,-1,-1,-1
21,1,20250801013552,0,0,-1,-1,-1
22,1,20250801013552,270,270,1,1,1
23,1,20250801013552,189,189,1,1,1
24,1,20250801013552,0,0,-1,-1,-1
25,1,20250801013552,0,0,-1,-1,-1
26,1,20250801013552,0,0,-1,-1,-1
27,1,20250801013552,185,185,1,1,1
28,1,20250801013552,0,0,-1,-1,-1
29,1,20250801013552,363,363,1,1,1
30,1,20250801013552,394,394,1,1,1
31,1,20250801013552,219,219,1,1,1
32,1,20250801013552,0,0,-1,-1,-1
33,1,20250801013552,0,0,-1,-1,-1
34,1,20250801013552,220,220,1,1,1
35,1,20250801013552,150,150,1,1,1
36,1,20250801013552,0,0,-1,-1,-1
37,1,20250801013552,205,205,1,1,1
38,1,20250801013552,204,204,1,1,1
39,1,20250801013552,107,108,1,1,1
40,1,20250801013552,0,0,-1,-1,-1
41,0,20250801013552,0,0,-1,-1,-1
42,1,20250801013552,206,205,1,1,1
43,0,20250801013552,0,0,-1,-1,-1
44,0,20250801013552,0,0,-1,-1,-1
45,0,20250801013552,0,0,-1,-1,-1
46,0,20250801013552,0,0,-1,-1,-1
47,1,20250801013552,180,180,1,1,1
48,0,20250801013552,0,0,-1,-1,-1
49,1,20250801013552,304,304,1,1,1
50,1,20250801013552,190,190,1,1,1
51,1,20250801013552,269,269,1,1,1
52,1,20250801013552,299,299,1,1,1
53,1,20250801013552,149,149,1,1,1
54,1,20250801013552,164,164,1,1,1
55,1,20250801013552,0,0,-1,-1,-1
56,1,20250801013552,0,0,-1,-1,-1
57,1,20250801013552,0,0,-1,-1,-1
58,1,20250801013552,0,0,-1,-1,-1
59,1,20250801013552,164,164,1,1,1
60,1,20250801013552,414,414,1,1,1
61,1,20250801013552,285,283,1,1,1
62,0,20250801013552,1108,1108,1,1,1
63,0,20250801013552,0,0,-1,-1,-1
64,0,20250801013552,0,0,-1,-1,-1
