num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,same_as_wikidata_district,tipo_accidente,estado_meteorológico,tipo_vehiculo,same_as_wikidata_tipo_vehiculo,tipo_persona,rango_edad,sexo,same_as_wikidata_sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2025S053531,08/05/2025,11:40:00,"CALL. MAURICIO LEGENDRE, 45",45,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Colisión lateral,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,441972,4480712,false,
2025S053531,08/05/2025,11:40:00,"CALL. MAURICIO LEGENDRE, 45",45,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Colisión lateral,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,De 65 a 69 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,441972,4480712,false,
2025S053531,08/05/2025,11:40:00,"CALL. MAURICIO LEGENDRE, 45",45,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Colisión lateral,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,Desconocido,unknown,https://wikidata.org/entity/Q24238356,,,441972,4480712,false,
2025S053531,08/05/2025,11:40:00,"CALL. MAURICIO LEGENDRE, 45",45,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Colisión lateral,Nublado,car,https://wikidata.org/entity/Q1420,Pasajero,De 45 a 49 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,441972,4480712,false,
2025S053537,08/05/2025,11:10:00,"CALL. MALAQUITA, 2",2,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Otro,Nublado,truck,https://wikidata.org/entity/Q43193,Conductor,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,434202,4478159,false,
2025S053537,08/05/2025,11:10:00,"CALL. MALAQUITA, 2",2,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Otro,Nublado,truck,https://wikidata.org/entity/Q43193,Pasajero,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,434202,4478159,false,
2025S053553,08/05/2025,11:20:00,"CALL. O'DONNELL, 69",69,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión lateral,Nublado,truck,https://wikidata.org/entity/Q43193,Conductor,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,443416,4474680,false,
2025S053553,08/05/2025,11:20:00,"CALL. O'DONNELL, 69",69,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión lateral,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,Más de 74 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,443416,4474680,false,
2025S053560,08/05/2025,12:38:00,"AVDA. LOS ROSALES, 24",24,12,Usera,hhtps://wikidata.org/entity/Q953368,Colisión lateral,Nublado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,,,441593,4468566,false,
2025S053560,08/05/2025,12:38:00,"AVDA. LOS ROSALES, 24",24,12,Usera,hhtps://wikidata.org/entity/Q953368,Colisión lateral,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,,,441593,4468566,false,
2025S053561,08/05/2025,11:25:00,"CALL. GENERAL RICARDOS, 163",163,11,Carabanchel,hhtps://wikidata.org/entity/Q1001991,Colisión lateral,Nublado,truck,https://wikidata.org/entity/Q43193,Conductor,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,,,437714,4470991,false,
2025S053561,08/05/2025,11:25:00,"CALL. GENERAL RICARDOS, 163",163,11,Carabanchel,hhtps://wikidata.org/entity/Q1001991,Colisión lateral,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,,,437714,4470991,false,
2025S053565,08/05/2025,11:35:00,"CALL. MOTA DEL CUERVO, 11",11,16,Hortaleza,hhtps://wikidata.org/entity/Q1928529,Choque contra obstáculo fijo,,bus,https://wikidata.org/entity/Q5638,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,,,446417,4479537,false,
2025S053565,08/05/2025,11:35:00,"CALL. MOTA DEL CUERVO, 11",11,16,Hortaleza,hhtps://wikidata.org/entity/Q1928529,Choque contra obstáculo fijo,,car,https://wikidata.org/entity/Q1420,Conductor,Desconocido,unknown,https://wikidata.org/entity/Q24238356,,,446417,4479537,false,
2025S053571,08/05/2025,11:00:00,GTA. GENERAL ALVAREZ DE CASTRO / CALL. GARCIA DE PAREDES,2,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Despejado,electric bicycle,https://wikidata.org/entity/Q924724,Conductor,De 21 a 24 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,440390,4476522,false,
2025S053571,08/05/2025,11:00:00,GTA. GENERAL ALVAREZ DE CASTRO / CALL. GARCIA DE PAREDES,2,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,440390,4476522,false,
2025S053583,08/05/2025,12:45:00,AVDA. ARCENTALES / CALL. ALBADALEJO,4,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión múltiple,Lluvia débil,car,https://wikidata.org/entity/Q1420,Conductor,Desconocido,unknown,https://wikidata.org/entity/Q24238356,,,447875,4476124,false,
2025S053583,08/05/2025,12:45:00,AVDA. ARCENTALES / CALL. ALBADALEJO,4,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión múltiple,Lluvia débil,car,https://wikidata.org/entity/Q1420,Conductor,Desconocido,unknown,https://wikidata.org/entity/Q24238356,,,447875,4476124,false,
2025S053583,08/05/2025,12:45:00,AVDA. ARCENTALES / CALL. ALBADALEJO,4,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión múltiple,Lluvia débil,car,https://wikidata.org/entity/Q1420,Conductor,Desconocido,unknown,https://wikidata.org/entity/Q24238356,,,447875,4476124,false,
2025S053583,08/05/2025,12:45:00,AVDA. ARCENTALES / CALL. ALBADALEJO,4,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión múltiple,Lluvia débil,car,https://wikidata.org/entity/Q1420,Conductor,Desconocido,unknown,https://wikidata.org/entity/Q24238356,,,447875,4476124,false,
2025S053588,08/05/2025,13:30:00,"CALL. HERMANOS GARCIA NOBLEJAS, 43",43,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión lateral,,car,https://wikidata.org/entity/Q1420,Conductor,De 45 a 49 años,female,https://wikidata.org/entity/Q6581072,,,446305,4475834,false,
2025S053588,08/05/2025,13:30:00,"CALL. HERMANOS GARCIA NOBLEJAS, 43",43,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión lateral,,car,https://wikidata.org/entity/Q1420,Conductor,Desconocido,unknown,https://wikidata.org/entity/Q24238356,,,446305,4475834,false,
2025S053594,08/05/2025,11:10:00,"AUTOV. M-500, 0",0,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Alcance,Lluvia débil,van,https://wikidata.org/entity/Q193468,Conductor,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,436926,4476768,false,
2025S053594,08/05/2025,11:10:00,"AUTOV. M-500, 0",0,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Alcance,Lluvia débil,van,https://wikidata.org/entity/Q193468,Conductor,Desconocido,unknown,https://wikidata.org/entity/Q24238356,14,Sin asistencia sanitaria,436926,4476768,false,
2025S053596,08/05/2025,13:50:00,"AUTOV. M-30, 14XL80",14XL80,11,Carabanchel,hhtps://wikidata.org/entity/Q1001991,Alcance,Se desconoce,truck,https://wikidata.org/entity/Q43193,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,,,439998,4471884,false,
2025S053596,08/05/2025,13:50:00,"AUTOV. M-30, 14XL80",14XL80,11,Carabanchel,hhtps://wikidata.org/entity/Q1001991,Alcance,Se desconoce,car,https://wikidata.org/entity/Q1420,Conductor,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,,,439998,4471884,false,
2025S053597,08/05/2025,13:40:00,CALL. PONZANO / CALL. RIOS ROSAS,61,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Caída,Lluvia débil,bicycle,https://wikidata.org/entity/Q11442,Conductor,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,440714,4477047,false,
2025S053597,08/05/2025,13:40:00,CALL. PONZANO / CALL. RIOS ROSAS,61,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Caída,Lluvia débil,van,https://wikidata.org/entity/Q193468,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,440714,4477047,false,
2025S053599,08/05/2025,13:50:00,PASEO. RECOLETOS / CALL. ARMADA ESPAÑOLA,20,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Choque contra obstáculo fijo,Lluvia débil,bus,https://wikidata.org/entity/Q5638,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,,,441436,4475106,false,
2025S053600,08/05/2025,13:30:00,"AUTOV. M-30, 23NC55",23NC55,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Colisión múltiple,Lluvia débil,truck,https://wikidata.org/entity/Q43193,Conductor,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,,,436836,4478952,false,
2025S053600,08/05/2025,13:30:00,"AUTOV. M-30, 23NC55",23NC55,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Colisión múltiple,Lluvia débil,car,https://wikidata.org/entity/Q1420,Conductor,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,,,436836,4478952,false,
2025S053600,08/05/2025,13:30:00,"AUTOV. M-30, 23NC55",23NC55,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Colisión múltiple,Lluvia débil,car,https://wikidata.org/entity/Q1420,Conductor,De 45 a 49 años,female,https://wikidata.org/entity/Q6581072,,,436836,4478952,false,
2025S053600,08/05/2025,13:30:00,"AUTOV. M-30, 23NC55",23NC55,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Colisión múltiple,Lluvia débil,car,https://wikidata.org/entity/Q1420,Conductor,De 60 a 64 años,female,https://wikidata.org/entity/Q6581072,,,436836,4478952,false,
2025S053600,08/05/2025,13:30:00,"AUTOV. M-30, 23NC55",23NC55,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Colisión múltiple,Lluvia débil,car,https://wikidata.org/entity/Q1420,Pasajero,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,,,436836,4478952,false,
2025S053600,08/05/2025,13:30:00,"AUTOV. M-30, 23NC55",23NC55,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Colisión múltiple,Lluvia débil,car,https://wikidata.org/entity/Q1420,Pasajero,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,,,436836,4478952,false,
2025S053600,08/05/2025,13:30:00,"AUTOV. M-30, 23NC55",23NC55,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Colisión múltiple,Lluvia débil,car,https://wikidata.org/entity/Q1420,Pasajero,De 21 a 24 años,female,https://wikidata.org/entity/Q6581072,,,436836,4478952,false,
2025S053601,08/05/2025,14:15:00,"CALL. MARQUES DE VIANA, 95",95,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Alcance,Despejado,van,https://wikidata.org/entity/Q193468,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,440167,4479510,false,
2025S053601,08/05/2025,14:15:00,"CALL. MARQUES DE VIANA, 95",95,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Alcance,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,440167,4479510,false,
2025S053602,08/05/2025,13:45:00,CALL. DON FELIPE / PLAZA. SAN ILDEFONSO,1,1,Centro,hhtps://wikidata.org/entity/Q1763376,Colisión fronto-lateral,,van,https://wikidata.org/entity/Q193468,Conductor,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,440434,4475098,false,
2025S053602,08/05/2025,13:45:00,CALL. DON FELIPE / PLAZA. SAN ILDEFONSO,1,1,Centro,hhtps://wikidata.org/entity/Q1763376,Colisión fronto-lateral,,van,https://wikidata.org/entity/Q193468,Conductor,Desconocido,unknown,https://wikidata.org/entity/Q24238356,,,440434,4475098,false,
2025S053607,08/05/2025,14:45:00,"AUTOV. M-30, 31RE15",31RE15,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Alcance,Despejado,van,https://wikidata.org/entity/Q193468,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,441992,4481483,false,
2025S053607,08/05/2025,14:45:00,"AUTOV. M-30, 31RE15",31RE15,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Alcance,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 60 a 64 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,441992,4481483,false,
2025S053621,08/05/2025,14:15:00,"CTRA. FUENCARRAL A HORTALEZA, 6",6,8,Fuencarral-El Pardo,hhtps://wikidata.org/entity/Q656196,Colisión fronto-lateral,Nublado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,442247,4484587,false,
2025S053621,08/05/2025,14:15:00,"CTRA. FUENCARRAL A HORTALEZA, 6",6,8,Fuencarral-El Pardo,hhtps://wikidata.org/entity/Q656196,Colisión fronto-lateral,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,442247,4484587,false,
2025S053628,08/05/2025,14:54:00,CALL. ORENSE / CALL. SAN GERMAN,53,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Colisión fronto-lateral,Despejado,van,https://wikidata.org/entity/Q193468,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,441103,4478643,false,
2025S053628,08/05/2025,14:54:00,CALL. ORENSE / CALL. SAN GERMAN,53,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Colisión fronto-lateral,Despejado,van,https://wikidata.org/entity/Q193468,Pasajero,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,441103,4478643,false,
2025S053628,08/05/2025,14:54:00,CALL. ORENSE / CALL. SAN GERMAN,53,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Colisión fronto-lateral,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,3,Ingreso superior a 24 horas,441103,4478643,false,
2025S053628,08/05/2025,14:54:00,CALL. ORENSE / CALL. SAN GERMAN,53,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Colisión fronto-lateral,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Peatón,De 65 a 69 años,female,https://wikidata.org/entity/Q6581072,3,Ingreso superior a 24 horas,441103,4478643,false,
2025S053628,08/05/2025,14:54:00,CALL. ORENSE / CALL. SAN GERMAN,53,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,Desconocido,unknown,https://wikidata.org/entity/Q24238356,,,441103,4478643,false,
2025S053644,08/05/2025,14:40:00,"CALL. MAHONIA, 4",4,16,Hortaleza,hhtps://wikidata.org/entity/Q1928529,Colisión lateral,,car,https://wikidata.org/entity/Q1420,Conductor,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,,,447485,4478632,false,
2025S053644,08/05/2025,14:40:00,"CALL. MAHONIA, 4",4,16,Hortaleza,hhtps://wikidata.org/entity/Q1928529,Colisión lateral,,car,https://wikidata.org/entity/Q1420,Conductor,De 45 a 49 años,female,https://wikidata.org/entity/Q6581072,,,447485,4478632,false,
2025S053647,08/05/2025,16:00:00,"CALL. TOLEDO, 180",180,2,Arganzuela,hhtps://wikidata.org/entity/Q2000929,Colisión fronto-lateral,Nublado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,,,439407,4472602,false,
2025S053647,08/05/2025,16:00:00,"CALL. TOLEDO, 180",180,2,Arganzuela,hhtps://wikidata.org/entity/Q2000929,Colisión fronto-lateral,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,Más de 74 años,male,https://wikidata.org/entity/Q6581097,,,439407,4472602,false,
2025S053664,08/05/2025,15:05:00,"AVDA. ANDALUCIA, 38",38,12,Usera,hhtps://wikidata.org/entity/Q953368,Otro,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,441038,4469057,false,
2025S053668,08/05/2025,16:27:00,"AUTOV. M-30, 07NC46",07NC46,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión lateral,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,De 35 a 39 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,444098,4474545,false,
2025S053668,08/05/2025,16:27:00,"AUTOV. M-30, 07NC46",07NC46,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión lateral,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,De 40 a 44 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,444098,4474545,false,
2025S053674,08/05/2025,14:50:00,CALL. SERRANO / CALL. JUAN BRAVO,67,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión fronto-lateral,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,441758,4476027,false,
2025S053674,08/05/2025,14:50:00,CALL. SERRANO / CALL. JUAN BRAVO,67,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 50 a 54 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,441758,4476027,false,
2025S053677,08/05/2025,14:15:00,CALL. MARZO / CALL. SEPTIEMBRE,30,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión fronto-lateral,Despejado,van,https://wikidata.org/entity/Q193468,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,451981,4477412,false,
2025S053677,08/05/2025,14:15:00,CALL. MARZO / CALL. SEPTIEMBRE,30,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 40 a 44 años,female,https://wikidata.org/entity/Q6581072,,,451981,4477412,false,
2025S053686,08/05/2025,17:23:00,CALL. ALCALA / PLAZA. MANUEL BECERRA,197,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Alcance,Nublado,van,https://wikidata.org/entity/Q193468,Conductor,De 60 a 64 años,male,https://wikidata.org/entity/Q6581097,,,443671,4475738,false,
2025S053686,08/05/2025,17:23:00,CALL. ALCALA / PLAZA. MANUEL BECERRA,197,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Alcance,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,,,443671,4475738,false,
2025S053686,08/05/2025,17:23:00,CALL. ALCALA / PLAZA. MANUEL BECERRA,197,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Alcance,Nublado,car,https://wikidata.org/entity/Q1420,Pasajero,De 21 a 24 años,female,https://wikidata.org/entity/Q6581072,,,443671,4475738,false,
2025S053688,08/05/2025,14:25:00,"CALL. RAIMUNDO FERNANDEZ VILLAVERDE, 19",19,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Alcance,Lluvia débil,van,https://wikidata.org/entity/Q193468,Conductor,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,440517,4477579,false,
2025S053688,08/05/2025,14:25:00,"CALL. RAIMUNDO FERNANDEZ VILLAVERDE, 19",19,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Alcance,Lluvia débil,car,https://wikidata.org/entity/Q1420,Conductor,De 40 a 44 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,440517,4477579,false,
2025S053688,08/05/2025,14:25:00,"CALL. RAIMUNDO FERNANDEZ VILLAVERDE, 19",19,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Alcance,Lluvia débil,car,https://wikidata.org/entity/Q1420,Conductor,De 55 a 59 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,440517,4477579,false,
2025S053710,08/05/2025,15:11:00,"CALL. DOCTOR ESQUERDO, 46",46,3,Retiro,hhtps://wikidata.org/entity/Q2002296,Alcance,,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,,,443220,4474390,false,
2025S053710,08/05/2025,15:11:00,"CALL. DOCTOR ESQUERDO, 46",46,3,Retiro,hhtps://wikidata.org/entity/Q2002296,Alcance,,car,https://wikidata.org/entity/Q1420,Conductor,Más de 74 años,male,https://wikidata.org/entity/Q6581097,,,443220,4474390,false,
2025S053713,08/05/2025,17:05:00,CALL. ANTONIO LOPEZ / CALL. MARCELO MUÑOZ DIAZ,236,12,Usera,hhtps://wikidata.org/entity/Q953368,Colisión fronto-lateral,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,440933,4470542,false,
2025S053713,08/05/2025,17:05:00,CALL. ANTONIO LOPEZ / CALL. MARCELO MUÑOZ DIAZ,236,12,Usera,hhtps://wikidata.org/entity/Q953368,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,440933,4470542,false,
2025S053721,08/05/2025,17:11:00,"AUTOV. M-30, 05NL47",05NL47,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión múltiple,Nublado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,444046,4477017,false,
2025S053721,08/05/2025,17:11:00,"AUTOV. M-30, 05NL47",05NL47,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión múltiple,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,De 30 a 34 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,444046,4477017,false,
2025S053721,08/05/2025,17:11:00,"AUTOV. M-30, 05NL47",05NL47,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión múltiple,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,Desconocido,unknown,https://wikidata.org/entity/Q24238356,,,444046,4477017,false,
2025S053736,08/05/2025,17:23:00,"CALL. PRINCESA, 67",67,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Alcance,Nublado,bus,https://wikidata.org/entity/Q5638,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,439186,4475896,false,
2025S053736,08/05/2025,17:23:00,"CALL. PRINCESA, 67",67,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Alcance,Nublado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 60 a 64 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,439186,4475896,false,
2025S053740,08/05/2025,17:40:00,"AVDA. MONFORTE DE LEMOS, 9",9,8,Fuencarral-El Pardo,hhtps://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,van,https://wikidata.org/entity/Q193468,Conductor,De 18 a 20 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,441439,4481053,false,
2025S053740,08/05/2025,17:40:00,"AVDA. MONFORTE DE LEMOS, 9",9,8,Fuencarral-El Pardo,hhtps://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,van,https://wikidata.org/entity/Q193468,Pasajero,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,441439,4481053,false,
2025S053740,08/05/2025,17:40:00,"AVDA. MONFORTE DE LEMOS, 9",9,8,Fuencarral-El Pardo,hhtps://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,441439,4481053,false,
2025S053775,08/05/2025,18:45:00,"AVDA. VENTISQUERO DE LA CONDESA, 28",28,8,Fuencarral-El Pardo,hhtps://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,439303,4482576,false,
2025S053775,08/05/2025,18:45:00,"AVDA. VENTISQUERO DE LA CONDESA, 28",28,8,Fuencarral-El Pardo,hhtps://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,439303,4482576,false,
2025S053775,08/05/2025,18:45:00,"AVDA. VENTISQUERO DE LA CONDESA, 28",28,8,Fuencarral-El Pardo,hhtps://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Pasajero,De 60 a 64 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,439303,4482576,false,
2025S053798,08/05/2025,16:00:00,CALL. AGUSTIN DE BETANCOURT / CALL. MAUDES,19,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Colisión lateral,Nublado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,441046,4477396,false,
2025S053798,08/05/2025,16:00:00,CALL. AGUSTIN DE BETANCOURT / CALL. MAUDES,19,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Colisión lateral,Nublado,car,https://wikidata.org/entity/Q1420,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,441046,4477396,false,
2025S053801,08/05/2025,19:20:00,"CALL. GRAN VIA, 69",69,1,Centro,hhtps://wikidata.org/entity/Q1763376,Colisión lateral,,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,439747,4474944,false,
