num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,same_as_wikidata_district,tipo_accidente,estado_meteorológico,tipo_vehiculo,same_as_wikidata_tipo_vehiculo,tipo_persona,rango_edad,sexo,same_as_wikidata_sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2025S017702,14/02/2025,12:45:00,CALL. SERRANO / CALL. LEIZARAN,173,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Colisión fronto-lateral,,car,https://wikidata.org/entity/Q1420,Pasajero,De 6 a 9 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,442058,4477775,false,
2025S017702,14/02/2025,12:45:00,CALL. SERRANO / CALL. LEIZARAN,173,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Colisión fronto-lateral,,car,https://wikidata.org/entity/Q1420,Pasajero,De 6 a 9 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,442058,4477775,false,
2025S017702,14/02/2025,12:45:00,CALL. SERRANO / CALL. LEIZARAN,173,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Colisión fronto-lateral,,car,https://wikidata.org/entity/Q1420,Pasajero,Menor de 5 años,female,https://wikidata.org/entity/Q6581072,,,442058,4477775,false,
2025S017717,14/02/2025,12:55:00,CALL. ALFREDO ALEIX / CALL. ALFONSO FERNANDEZ,28,11,Carabanchel,hhtps://wikidata.org/entity/Q1001991,Atropello a persona,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,435816,4468920,false,
2025S017717,14/02/2025,12:55:00,CALL. ALFREDO ALEIX / CALL. ALFONSO FERNANDEZ,28,11,Carabanchel,hhtps://wikidata.org/entity/Q1001991,Atropello a persona,Despejado,car,https://wikidata.org/entity/Q1420,Peatón,Más de 74 años,female,https://wikidata.org/entity/Q6581072,2,Ingreso inferior o igual a 24 horas,435816,4468920,false,
2025S017718,14/02/2025,13:30:00,"CALL. DOCTOR ESQUERDO, 43",43,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión lateral,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,443282,4475027,false,
2025S017718,14/02/2025,13:30:00,"CALL. DOCTOR ESQUERDO, 43",43,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión lateral,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Pasajero,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,5,Asistencia sanitaria ambulatoria con posterioridad,443282,4475027,false,
2025S017718,14/02/2025,13:30:00,"CALL. DOCTOR ESQUERDO, 43",43,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,443282,4475027,false,
2025S017720,14/02/2025,15:20:00,CALL. GENERAL ALVAREZ DE CASTRO / CALL. VIRIATO,24,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,440417,4476383,false,
2025S017720,14/02/2025,15:20:00,CALL. GENERAL ALVAREZ DE CASTRO / CALL. VIRIATO,24,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,440417,4476383,false,
2025S017722,14/02/2025,15:23:00,AUTOV. M-45 / AVDA. BLAS DE LEZO,+02200E,19,Vicálvaro,hhtps://wikidata.org/entity/Q589403,Alcance,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 18 a 20 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,453013,4473435,false,
2025S017723,14/02/2025,15:30:00,"CALL. ALBAIDA, 64",64,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión fronto-lateral,Despejado,van,https://wikidata.org/entity/Q193468,Conductor,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,447849,4476065,true,
2025S017723,14/02/2025,15:30:00,"CALL. ALBAIDA, 64",64,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión fronto-lateral,Despejado,van,https://wikidata.org/entity/Q193468,Conductor,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,447849,4476065,false,
2025S017723,14/02/2025,15:30:00,"CALL. ALBAIDA, 64",64,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión fronto-lateral,Despejado,van,https://wikidata.org/entity/Q193468,Pasajero,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,447849,4476065,false,
2025S017723,14/02/2025,15:30:00,"CALL. ALBAIDA, 64",64,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión fronto-lateral,Despejado,van,https://wikidata.org/entity/Q193468,Pasajero,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,447849,4476065,false,
2025S017723,14/02/2025,15:30:00,"CALL. ALBAIDA, 64",64,20,San Blas-Canillejas,hhtps://wikidata.org/entity/Q2001937,Colisión fronto-lateral,Despejado,van,https://wikidata.org/entity/Q193468,Pasajero,De 60 a 64 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,447849,4476065,false,
2025S017724,14/02/2025,14:10:00,AUTOV. A-5 / CTRA. BOADILLA DEL MONTE,+00500E,10,Latina,hhtps://wikidata.org/entity/Q794954,Caída,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,435218,4472431,false,
2025S017735,14/02/2025,14:45:00,CALL. SOR ANGELA DE LA CRUZ / CALL. ORENSE,3,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Colisión frontal,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 35 a 39 años,female,https://wikidata.org/entity/Q6581072,6,Asistencia sanitaria inmediata en centro de salud o mutua,441104,4478973,false,
2025S017735,14/02/2025,14:45:00,CALL. SOR ANGELA DE LA CRUZ / CALL. ORENSE,3,6,Tetuán,hhtps://wikidata.org/entity/Q1773540,Colisión frontal,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 55 a 59 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,441104,4478973,false,
2025S017736,14/02/2025,15:30:00,CALL. TORQUEMADA / CALL. VALDESPINA,5,16,Hortaleza,hhtps://wikidata.org/entity/Q1928529,Alcance,Despejado,electric bicycle,https://wikidata.org/entity/Q924724,Conductor,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,,,445689,4479718,false,
2025S017736,14/02/2025,15:30:00,CALL. TORQUEMADA / CALL. VALDESPINA,5,16,Hortaleza,hhtps://wikidata.org/entity/Q1928529,Alcance,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,,,445689,4479718,false,
2025S017757,14/02/2025,16:10:00,CALL. VILLAR DEL POZO / AVDA. ENSANCHE DE VALLECAS,6B,18,Villa de Vallecas,hhtps://wikidata.org/entity/Q1947988,Caída,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 18 a 20 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,447751,4469222,false,
2025S017759,14/02/2025,16:50:00,"AUTOV. M-30, 07NL02",07NL02,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión lateral,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,5,Asistencia sanitaria ambulatoria con posterioridad,444057,4474812,false,
2025S017759,14/02/2025,16:50:00,"AUTOV. M-30, 07NL02",07NL02,4,Salamanca,hhtps://wikidata.org/entity/Q1773521,Colisión lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 70 a 74 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,444057,4474812,false,
2025S017765,14/02/2025,15:00:00,"RONDA. ATOCHA, 1",1,2,Arganzuela,hhtps://wikidata.org/entity/Q2000929,Atropello a persona,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,441110,4473217,false,
2025S017765,14/02/2025,15:00:00,"RONDA. ATOCHA, 1",1,2,Arganzuela,hhtps://wikidata.org/entity/Q2000929,Atropello a persona,Despejado,car,https://wikidata.org/entity/Q1420,Pasajero,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,441110,4473217,false,
2025S017765,14/02/2025,15:00:00,"RONDA. ATOCHA, 1",1,2,Arganzuela,hhtps://wikidata.org/entity/Q2000929,Atropello a persona,Despejado,car,https://wikidata.org/entity/Q1420,Peatón,De 18 a 20 años,female,https://wikidata.org/entity/Q6581072,5,Asistencia sanitaria ambulatoria con posterioridad,441110,4473217,false,
2025S017775,14/02/2025,14:25:00,"CUSTA. SAGRADO CORAZON, 6",6,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Colisión fronto-lateral,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,443172,4479726,false,
2025S017775,14/02/2025,14:25:00,"CUSTA. SAGRADO CORAZON, 6",6,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Colisión fronto-lateral,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,443172,4479726,false,
2025S017826,14/02/2025,17:35:00,CALL. MARQUES DE URQUIJO / CALL. JUAN ALVAREZ MENDIZABAL,29,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,438984,4475683,false,
2025S017826,14/02/2025,17:35:00,CALL. MARQUES DE URQUIJO / CALL. JUAN ALVAREZ MENDIZABAL,29,9,Moncloa-Aravaca,hhtps://wikidata.org/entity/Q2017682,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,438984,4475683,false,
2025S017828,14/02/2025,15:45:00,CALL. BRAVO MURILLO / CALL. JOSE ABASCAL,49,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,440274,4476691,false,
2025S017828,14/02/2025,15:45:00,CALL. BRAVO MURILLO / CALL. JOSE ABASCAL,49,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Pasajero,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,440274,4476691,false,
2025S017828,14/02/2025,15:45:00,CALL. BRAVO MURILLO / CALL. JOSE ABASCAL,49,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Pasajero,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,440274,4476691,false,
2025S017828,14/02/2025,15:45:00,CALL. BRAVO MURILLO / CALL. JOSE ABASCAL,49,7,Chamberí,hhtps://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Pasajero,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,440274,4476691,false,
2025S017829,14/02/2025,17:50:00,"CALL. VIA LUSITANA, 70",70,11,Carabanchel,hhtps://wikidata.org/entity/Q1001991,Alcance,Despejado,van,https://wikidata.org/entity/Q193468,Conductor,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,438250,4470091,false,
2025S017829,14/02/2025,17:50:00,"CALL. VIA LUSITANA, 70",70,11,Carabanchel,hhtps://wikidata.org/entity/Q1001991,Alcance,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 40 a 44 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,438250,4470091,false,
2025S017829,14/02/2025,17:50:00,"CALL. VIA LUSITANA, 70",70,11,Carabanchel,hhtps://wikidata.org/entity/Q1001991,Alcance,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 60 a 64 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,438250,4470091,false,
2025S017832,14/02/2025,17:45:00,METRO. ARTURO SORIA / CALL. DALIA,0,15,Ciudad Lineal,hhtps://wikidata.org/entity/Q1763694,Alcance,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,,,443430,4481261,false,
2025S017832,14/02/2025,17:45:00,METRO. ARTURO SORIA / CALL. DALIA,0,15,Ciudad Lineal,hhtps://wikidata.org/entity/Q1763694,Alcance,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,,,443430,4481261,false,
2025S017832,14/02/2025,17:45:00,METRO. ARTURO SORIA / CALL. DALIA,0,15,Ciudad Lineal,hhtps://wikidata.org/entity/Q1763694,Alcance,Despejado,car,https://wikidata.org/entity/Q1420,Pasajero,De 10 a 14 años,male,https://wikidata.org/entity/Q6581097,,,443430,4481261,false,
2025S017832,14/02/2025,17:45:00,METRO. ARTURO SORIA / CALL. DALIA,0,15,Ciudad Lineal,hhtps://wikidata.org/entity/Q1763694,Alcance,Despejado,car,https://wikidata.org/entity/Q1420,Pasajero,De 21 a 24 años,female,https://wikidata.org/entity/Q6581072,,,443430,4481261,false,
2025S017837,14/02/2025,16:43:00,PASEO. CASTELLANA / CALL. DANIEL VAZQUEZ DIAZ,278,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Alcance,Despejado,bus,https://wikidata.org/entity/Q5638,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,441806,4480736,false,
2025S017837,14/02/2025,16:43:00,PASEO. CASTELLANA / CALL. DANIEL VAZQUEZ DIAZ,278,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Alcance,Despejado,bus,https://wikidata.org/entity/Q5638,Pasajero,De 60 a 64 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,441806,4480736,false,
2025S017837,14/02/2025,16:43:00,PASEO. CASTELLANA / CALL. DANIEL VAZQUEZ DIAZ,278,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Alcance,Despejado,bus,https://wikidata.org/entity/Q5638,Pasajero,Más de 74 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,441806,4480736,false,
2025S017837,14/02/2025,16:43:00,PASEO. CASTELLANA / CALL. DANIEL VAZQUEZ DIAZ,278,5,Chamartín,hhtps://wikidata.org/entity/Q1766348,Alcance,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,441806,4480736,false,
2025S017855,14/02/2025,14:55:00,CALL. LOS BARROS / CALL. VILLUERCAS,27,13,Puente de Vallecas,hhtps://wikidata.org/entity/Q2003054,Colisión fronto-lateral,Despejado,motorcycle,https://wikidata.org/entity/Q34493,Conductor,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,1,Atención en urgencias sin posterior ingreso,443440,4469582,false,
2025S017855,14/02/2025,14:55:00,CALL. LOS BARROS / CALL. VILLUERCAS,27,13,Puente de Vallecas,hhtps://wikidata.org/entity/Q2003054,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,443440,4469582,false,
2025S017857,14/02/2025,18:41:00,CALL. ORDICIA / AVDA. RAFAELA YBARRA,2,12,Usera,hhtps://wikidata.org/entity/Q953368,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 45 a 49 años,female,https://wikidata.org/entity/Q6581072,,,439495,4468688,false,
2025S017857,14/02/2025,18:41:00,CALL. ORDICIA / AVDA. RAFAELA YBARRA,2,12,Usera,hhtps://wikidata.org/entity/Q953368,Colisión fronto-lateral,Despejado,car,https://wikidata.org/entity/Q1420,Conductor,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,,,439495,4468688,false,
2025S017881,14/02/2025,19:30:00,CALL. LA RIOJA / CALL. PINOS DE OSUNA,1,21,Barajas,hhtps://wikidata.org/entity/Q807230,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,5,Asistencia sanitaria ambulatoria con posterioridad,449682,4478303,false,
2025S017886,14/02/2025,17:20:00,"AUTOV. M-30, 09VU57",09VU57,8,Fuencarral-El Pardo,hhtps://wikidata.org/entity/Q656196,Colisión lateral,Despejado,bus,https://wikidata.org/entity/Q5638,Conductor,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,,,440795,4482492,false,
