num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2025S000236,2025-01-02T00:00:00Z,12:25:00,Avda. La Gavia / Call. La Adrada,35A,18,Villa De Vallecas,Colision Fronto-lateral,Despejado,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,447974,4469184,false,
2025S000237,2025-01-02T00:00:00Z,15:25:00,"Avda. Ciudad De Barcelona, 182",182,3,Retiro,Alcance,,Motocicleta hasta 125cc,Conductor,50-54,M,14,Sin asistencia sanitaria,442702,4472531,false,
2025S000237,2025-01-02T00:00:00Z,15:25:00,"Avda. Ciudad De Barcelona, 182",182,3,Retiro,Alcance,,Turismo,Conductor,50-54,M,14,Sin asistencia sanitaria,442702,4472531,false,
2025S000237,2025-01-02T00:00:00Z,15:25:00,"Avda. Ciudad De Barcelona, 182",182,3,Retiro,Alcance,,Turismo,Conductor,60-64,M,14,Sin asistencia sanitaria,442702,4472531,false,
2025S000237,2025-01-02T00:00:00Z,15:25:00,"Avda. Ciudad De Barcelona, 182",182,3,Retiro,Alcance,,Turismo,Pasajero,60-64,F,,,442702,4472531,false,
2025S000238,2025-01-02T00:00:00Z,14:20:00,"Call. Doctor Esquerdo, 47",47,4,Salamanca,Colision Lateral,Despejado,Motocicleta hasta 125cc,Conductor,25-29,M,2,Ingreso inferior o igual a 24 horas,443272,4474941,false,
2025S000238,2025-01-02T00:00:00Z,14:20:00,"Call. Doctor Esquerdo, 47",47,4,Salamanca,Colision Lateral,Despejado,Turismo,Conductor,25-29,M,14,Sin asistencia sanitaria,443272,4474941,false,
2025S000247,2025-01-02T00:00:00Z,15:45:00,Call. Emilio Muñoz / Call. Rufino Gonzalez,53,20,San Blas-canillejas,Colision Fronto-lateral,Despejado,Furgoneta,Conductor,30-34,M,14,Sin asistencia sanitaria,447035,4476076,false,
2025S000247,2025-01-02T00:00:00Z,15:45:00,Call. Emilio Muñoz / Call. Rufino Gonzalez,53,20,San Blas-canillejas,Colision Fronto-lateral,Despejado,Furgoneta,Pasajero,50-54,M,14,Sin asistencia sanitaria,447035,4476076,false,
2025S000247,2025-01-02T00:00:00Z,15:45:00,Call. Emilio Muñoz / Call. Rufino Gonzalez,53,20,San Blas-canillejas,Colision Fronto-lateral,Despejado,Turismo,Conductor,50-54,M,7,Asistencia sanitaria sólo en el lugar del accidente,447035,4476076,false,
2025S000252,2025-01-02T00:00:00Z,15:55:00,"Call. Nuestra Señora De Valverde, 191",191,8,Fuencarral-el Pardo,Choque Contra Obstaculo Fijo,,Turismo,Conductor,30-34,M,,,441868,4483995,false,
2025S000252,2025-01-02T00:00:00Z,15:55:00,"Call. Nuestra Señora De Valverde, 191",191,8,Fuencarral-el Pardo,Choque Contra Obstaculo Fijo,,Turismo,Conductor,Desconocido,Desconocido,,,441868,4483995,false,
2025S000276,2025-01-02T00:00:00Z,18:43:00,"Call. Jose Del Pino, 82",82,17,Villaverde,Colision Lateral,,Furgoneta,Conductor,25-29,M,,,441702,4466966,false,
2025S000276,2025-01-02T00:00:00Z,18:43:00,"Call. Jose Del Pino, 82",82,17,Villaverde,Colision Lateral,,Motocicleta > 125cc,Conductor,40-44,M,,,441702,4466966,false,
2025S000277,2025-01-02T00:00:00Z,15:50:00,Call. Alcala / Call. Valentin Beato,502,20,San Blas-canillejas,Colision Lateral,Despejado,Turismo,Conductor,45-49,M,,,446711,4476837,false,
2025S000277,2025-01-02T00:00:00Z,15:50:00,Call. Alcala / Call. Valentin Beato,502,20,San Blas-canillejas,Colision Lateral,Despejado,Turismo,Conductor,Más74,M,,,446711,4476837,false,
2025S000277,2025-01-02T00:00:00Z,15:50:00,Call. Alcala / Call. Valentin Beato,502,20,San Blas-canillejas,Colision Lateral,Despejado,Turismo,Pasajero,70-74,F,,,446711,4476837,false,
2025S000278,2025-01-02T00:00:00Z,15:45:00,"Autov. M-30, 11nl91",11NL91,2,Arganzuela,Alcance,Despejado,Furgoneta,Conductor,40-44,M,,,442073,4470736,false,
2025S000278,2025-01-02T00:00:00Z,15:45:00,"Autov. M-30, 11nl91",11NL91,2,Arganzuela,Alcance,Despejado,Turismo,Conductor,55-59,F,,,442073,4470736,false,
2025S000279,2025-01-02T00:00:00Z,19:12:00,"Call. Luis De Hoyos Sainz, 18",18,14,Moratalaz,Atropello A Persona,Despejado,Turismo,Conductor,65-69,F,14,Sin asistencia sanitaria,445816,4472952,false,
2025S000279,2025-01-02T00:00:00Z,19:12:00,"Call. Luis De Hoyos Sainz, 18",18,14,Moratalaz,Atropello A Persona,Despejado,Turismo,Peatón,30-34,M,1,Atención en urgencias sin posterior ingreso,445816,4472952,false,
2025S000284,2025-01-02T00:00:00Z,19:00:00,"Call. Algodonales, 35",35,6,Tetuan,Alcance,Despejado,Furgoneta,Conductor,35-39,M,14,Sin asistencia sanitaria,440462,4479168,false,
2025S000284,2025-01-02T00:00:00Z,19:00:00,"Call. Algodonales, 35",35,6,Tetuan,Alcance,Despejado,Turismo,Conductor,35-39,M,14,Sin asistencia sanitaria,440462,4479168,false,
2025S000294,2025-01-02T00:00:00Z,19:25:00,"Call. Calamina, 8",8,17,Villaverde,Atropello A Persona,Despejado,Turismo,Conductor,30-34,M,14,Sin asistencia sanitaria,439568,4466467,false,
2025S000294,2025-01-02T00:00:00Z,19:25:00,"Call. Calamina, 8",8,17,Villaverde,Atropello A Persona,Despejado,Turismo,Peatón,60-64,F,7,Asistencia sanitaria sólo en el lugar del accidente,439568,4466467,false,
2025S000300,2025-01-02T00:00:00Z,18:55:00,Avda. Miguel Delibes / Call. Jose Escobar Y Saliente,50,19,Vicalvaro,Alcance,Despejado,Furgoneta,Conductor,Desconocido,Desconocido,,,452342,4472944,false,
2025S000300,2025-01-02T00:00:00Z,18:55:00,Avda. Miguel Delibes / Call. Jose Escobar Y Saliente,50,19,Vicalvaro,Alcance,Despejado,Motocicleta > 125cc,Conductor,35-39,F,2,Ingreso inferior o igual a 24 horas,452342,4472944,false,
2025S000300,2025-01-02T00:00:00Z,18:55:00,Avda. Miguel Delibes / Call. Jose Escobar Y Saliente,50,19,Vicalvaro,Alcance,Despejado,Turismo,Conductor,30-34,F,14,Sin asistencia sanitaria,452342,4472944,false,
2025S000305,2025-01-02T00:00:00Z,19:30:00,"Call. Adolfo Bioy Casares, 2",2,18,Villa De Vallecas,Colision Lateral,Despejado,Furgoneta,Conductor,35-39,M,,,449130,4468898,false,
2025S000305,2025-01-02T00:00:00Z,19:30:00,"Call. Adolfo Bioy Casares, 2",2,18,Villa De Vallecas,Colision Lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,449130,4468898,false,
2025S000306,2025-01-02T00:00:00Z,18:30:00,"Call. Alcala, 211",211,4,Salamanca,Colision Multiple,Despejado,Turismo,Conductor,18-20,F,,,443443,4475591,false,
2025S000306,2025-01-02T00:00:00Z,18:30:00,"Call. Alcala, 211",211,4,Salamanca,Colision Multiple,Despejado,Turismo,Conductor,45-49,M,,,443443,4475591,false,
2025S000306,2025-01-02T00:00:00Z,18:30:00,"Call. Alcala, 211",211,4,Salamanca,Colision Multiple,Despejado,Turismo,Conductor,65-69,M,,,443443,4475591,false,
2025S000306,2025-01-02T00:00:00Z,18:30:00,"Call. Alcala, 211",211,4,Salamanca,Colision Multiple,Despejado,Turismo,Pasajero,65-69,F,,,443443,4475591,false,
2025S000311,2025-01-02T00:00:00Z,20:10:00,"Ronda. Atocha, 1",1,2,Arganzuela,Caida,Despejado,Autobús articulado,Conductor,55-59,M,14,Sin asistencia sanitaria,441086,4473191,false,
2025S000311,2025-01-02T00:00:00Z,20:10:00,"Ronda. Atocha, 1",1,2,Arganzuela,Caida,Despejado,Autobús articulado,Pasajero,70-74,F,7,Asistencia sanitaria sólo en el lugar del accidente,441086,4473191,false,
2025S000313,2025-01-02T00:00:00Z,20:55:00,"Avda. Planetario, 1a",1A,2,Arganzuela,Choque Contra Obstaculo Fijo,Despejado,Furgoneta,Conductor,30-34,F,,,442273,4471812,false,
2025S000313,2025-01-02T00:00:00Z,20:55:00,"Avda. Planetario, 1a",1A,2,Arganzuela,Choque Contra Obstaculo Fijo,Despejado,Furgoneta,Pasajero,Menor5,M,,,442273,4471812,false,
2025S000313,2025-01-02T00:00:00Z,20:55:00,"Avda. Planetario, 1a",1A,2,Arganzuela,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,40-44,M,,,442273,4471812,false,
2025S000313,2025-01-02T00:00:00Z,20:55:00,"Avda. Planetario, 1a",1A,2,Arganzuela,Choque Contra Obstaculo Fijo,Despejado,Turismo,Pasajero,40-44,F,,,442273,4471812,false,
2025S000374,2025-01-02T00:00:00Z,21:30:00,Call. Arroyo Fontarron / Autov. A-3,357,14,Moratalaz,Alcance,Despejado,Motocicleta > 125cc,Conductor,60-64,F,7,Asistencia sanitaria sólo en el lugar del accidente,445769,4471790,false,
2025S000374,2025-01-02T00:00:00Z,21:30:00,Call. Arroyo Fontarron / Autov. A-3,357,14,Moratalaz,Alcance,Despejado,Turismo,Conductor,30-34,F,14,Sin asistencia sanitaria,445769,4471790,false,
2025S000397,2025-01-02T00:00:00Z,22:50:00,"Call. Jose Del Hierro, 53",53,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Furgoneta,Conductor,25-29,M,,,445491,4476871,false,
2025S000397,2025-01-02T00:00:00Z,22:50:00,"Call. Jose Del Hierro, 53",53,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Turismo,Conductor,35-39,F,,,445491,4476871,false,
2025S000398,2025-01-02T00:00:00Z,0:15:00,Call. Ginzo De Limia / Call. Sinesio Delgado,2,8,Fuencarral-el Pardo,Colision Fronto-lateral,Despejado,Turismo,Conductor,21-24,F,7,Asistencia sanitaria sólo en el lugar del accidente,440459,4480599,false,
2025S000398,2025-01-02T00:00:00Z,0:15:00,Call. Ginzo De Limia / Call. Sinesio Delgado,2,8,Fuencarral-el Pardo,Colision Fronto-lateral,Despejado,Turismo,Conductor,21-24,F,14,Sin asistencia sanitaria,440459,4480599,false,
2025S000398,2025-01-02T00:00:00Z,0:15:00,Call. Ginzo De Limia / Call. Sinesio Delgado,2,8,Fuencarral-el Pardo,Colision Fronto-lateral,Despejado,Turismo,Pasajero,25-29,F,14,Sin asistencia sanitaria,440459,4480599,false,
2025S000398,2025-01-02T00:00:00Z,0:15:00,Call. Ginzo De Limia / Call. Sinesio Delgado,2,8,Fuencarral-el Pardo,Colision Fronto-lateral,Despejado,Turismo,Pasajero,30-34,F,7,Asistencia sanitaria sólo en el lugar del accidente,440459,4480599,false,
2025S000398,2025-01-02T00:00:00Z,0:15:00,Call. Ginzo De Limia / Call. Sinesio Delgado,2,8,Fuencarral-el Pardo,Colision Fronto-lateral,Despejado,Turismo,Pasajero,40-44,F,7,Asistencia sanitaria sólo en el lugar del accidente,440459,4480599,false,
2025S000411,2025-01-02T00:00:00Z,21:50:00,Call. Alcala / Fuent. Cibeles,46,1,Centro,Alcance,,Cuadriciclo no ligero,Conductor,25-29,M,,,440973,4474482,false,
2025S000411,2025-01-02T00:00:00Z,21:50:00,Call. Alcala / Fuent. Cibeles,46,1,Centro,Alcance,,Turismo,Conductor,Desconocido,Desconocido,,,440973,4474482,false,
2025S000412,2025-01-02T00:00:00Z,22:40:00,"Avda. Daroca, 115",115,15,Ciudad Lineal,Colision Frontal,Despejado,Motocicleta hasta 125cc,Conductor,25-29,M,7,Asistencia sanitaria sólo en el lugar del accidente,446539,4474363,false,
2025S000412,2025-01-02T00:00:00Z,22:40:00,"Avda. Daroca, 115",115,15,Ciudad Lineal,Colision Frontal,Despejado,Turismo,Conductor,25-29,M,14,Sin asistencia sanitaria,446539,4474363,false,
2025S000416,2025-01-02T00:00:00Z,12:50:00,Call. Carpio Y Torta / Call. Prado Merinero,3,11,Carabanchel,Colision Fronto-lateral,Despejado,Turismo,Conductor,18-20,M,,,435958,4468478,false,
2025S000416,2025-01-02T00:00:00Z,12:50:00,Call. Carpio Y Torta / Call. Prado Merinero,3,11,Carabanchel,Colision Fronto-lateral,Despejado,Turismo,Conductor,21-24,M,,,435958,4468478,false,
2025S000416,2025-01-02T00:00:00Z,12:50:00,Call. Carpio Y Torta / Call. Prado Merinero,3,11,Carabanchel,Colision Fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,435958,4468478,false,
2025S000416,2025-01-02T00:00:00Z,12:50:00,Call. Carpio Y Torta / Call. Prado Merinero,3,11,Carabanchel,Colision Fronto-lateral,Despejado,Turismo,Pasajero,25-29,M,,,435958,4468478,false,
2025S000432,2025-01-02T00:00:00Z,11:00:00,Gta. Ermita De La Virgen De La Soledad / Autov. M-11,0,21,Barajas,Alcance,Despejado,Turismo,Conductor,30-34,M,,,450584,4479818,false,
2025S000432,2025-01-02T00:00:00Z,11:00:00,Gta. Ermita De La Virgen De La Soledad / Autov. M-11,0,21,Barajas,Alcance,Despejado,Turismo,Conductor,60-64,M,,,450584,4479818,false,
2025S000432,2025-01-02T00:00:00Z,11:00:00,Gta. Ermita De La Virgen De La Soledad / Autov. M-11,0,21,Barajas,Alcance,Despejado,Turismo,Pasajero,21-24,M,,,450584,4479818,false,
2025S024458,2025-01-02T00:00:00Z,10:13:00,"Plaza. Torcuato Fernandez Miranda, 0",0,8,Fuencarral-el Pardo,Otro,,Turismo,Conductor,30-34,F,,,439053,4483031,false,
2025S024458,2025-01-02T00:00:00Z,10:13:00,"Plaza. Torcuato Fernandez Miranda, 0",0,8,Fuencarral-el Pardo,Otro,,Turismo,Conductor,Desconocido,Desconocido,,,439053,4483031,false,
2025S000414,2025-01-03T00:00:00Z,5:01:00,"Call. Eduardo Barreiros, 106",106,17,Villaverde,Alcance,,Camión rígido,Conductor,50-54,F,,,440354,4467830,false,
2025S000414,2025-01-03T00:00:00Z,5:01:00,"Call. Eduardo Barreiros, 106",106,17,Villaverde,Alcance,,Turismo,Conductor,25-29,M,,,440354,4467830,false,
2025S000415,2025-01-03T00:00:00Z,5:30:00,"Call. Carranza, 19",19,1,Centro,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,18-20,M,,,440205,4475664,false,
2025S000415,2025-01-03T00:00:00Z,5:30:00,"Call. Carranza, 19",19,1,Centro,Choque Contra Obstaculo Fijo,Despejado,Turismo,Pasajero,18-20,M,,,440205,4475664,false,
2025S000417,2025-01-03T00:00:00Z,6:45:00,"Ctra. Villaverde A Vallecas, 275",275,18,Villa De Vallecas,Choque Contra Obstaculo Fijo,Despejado,Motocicleta hasta 125cc,Conductor,Desconocido,Desconocido,,,444443,4468640,false,
2025S000417,2025-01-03T00:00:00Z,6:45:00,"Ctra. Villaverde A Vallecas, 275",275,18,Villa De Vallecas,Choque Contra Obstaculo Fijo,Despejado,Todo terreno,Conductor,25-29,M,,,444443,4468640,false,
2025S000417,2025-01-03T00:00:00Z,6:45:00,"Ctra. Villaverde A Vallecas, 275",275,18,Villa De Vallecas,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,444443,4468640,false,
2025S000418,2025-01-03T00:00:00Z,8:15:00,"Call. O'donnell, 37",37,4,Salamanca,Atropello A Persona,Despejado,Motocicleta > 125cc,Conductor,45-49,M,14,Sin asistencia sanitaria,442673,4474769,false,
2025S000418,2025-01-03T00:00:00Z,8:15:00,"Call. O'donnell, 37",37,4,Salamanca,Atropello A Persona,Despejado,Motocicleta > 125cc,Pasajero,30-34,F,14,Sin asistencia sanitaria,442673,4474769,false,
2025S000418,2025-01-03T00:00:00Z,8:15:00,"Call. O'donnell, 37",37,4,Salamanca,Atropello A Persona,Despejado,Motocicleta > 125cc,Peatón,Más74,M,3,Ingreso superior a 24 horas,442673,4474769,false,
2025S000419,2025-01-03T00:00:00Z,7:00:00,Call. Camino De Los Vinateros / Call. Arroyo De La Media Legua,47,14,Moratalaz,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,60-64,M,7,Asistencia sanitaria sólo en el lugar del accidente,444431,4473554,false,
2025S000419,2025-01-03T00:00:00Z,7:00:00,Call. Camino De Los Vinateros / Call. Arroyo De La Media Legua,47,14,Moratalaz,Alcance,Despejado,Todo terreno,Conductor,40-44,M,14,Sin asistencia sanitaria,444431,4473554,false,
2025S000420,2025-01-03T00:00:00Z,9:10:00,"Ronda. Atocha, 25",25,2,Arganzuela,Caida,Despejado,Motocicleta hasta 125cc,Conductor,35-39,F,6,Asistencia sanitaria inmediata en centro de salud o mutua,441196,4473260,false,
2025S000420,2025-01-03T00:00:00Z,9:10:00,"Ronda. Atocha, 25",25,2,Arganzuela,Caida,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,441196,4473260,,
2025S000433,2025-01-03T00:00:00Z,10:00:00,Call. Alcala / Call. Argentina,333,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,30-34,M,,,444968,4476028,false,
2025S000433,2025-01-03T00:00:00Z,10:00:00,Call. Alcala / Call. Argentina,333,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Turismo,Conductor,Más74,M,,,444968,4476028,false,
2025S000445,2025-01-03T00:00:00Z,11:00:00,"Avda. Pio Xii, 26",26,5,Chamartin,Colision Multiple,Nublado,Turismo,Conductor,35-39,M,14,Sin asistencia sanitaria,442789,4479762,false,
2025S000445,2025-01-03T00:00:00Z,11:00:00,"Avda. Pio Xii, 26",26,5,Chamartin,Colision Multiple,Nublado,Turismo,Conductor,45-49,M,,,442789,4479762,false,
2025S000445,2025-01-03T00:00:00Z,11:00:00,"Avda. Pio Xii, 26",26,5,Chamartin,Colision Multiple,Nublado,Turismo,Conductor,Más74,F,14,Sin asistencia sanitaria,442789,4479762,false,
2025S000445,2025-01-03T00:00:00Z,11:00:00,"Avda. Pio Xii, 26",26,5,Chamartin,Colision Multiple,Nublado,Turismo,Pasajero,40-44,F,,,442789,4479762,false,
2025S000445,2025-01-03T00:00:00Z,11:00:00,"Avda. Pio Xii, 26",26,5,Chamartin,Colision Multiple,Nublado,Turismo,Pasajero,Más74,F,,,442789,4479762,false,
2025S000452,2025-01-03T00:00:00Z,11:00:00,Avda. Gran Via De Villaverde / Avda. Andalucia,16,17,Villaverde,Alcance,Despejado,Furgoneta,Conductor,30-34,M,14,Sin asistencia sanitaria,441141,4466419,false,
2025S000452,2025-01-03T00:00:00Z,11:00:00,Avda. Gran Via De Villaverde / Avda. Andalucia,16,17,Villaverde,Alcance,Despejado,Turismo,Conductor,50-54,F,14,Sin asistencia sanitaria,441141,4466419,false,
2025S000456,2025-01-03T00:00:00Z,11:15:00,Call. Arroyo De La Media Legua / Autov. M-23,72,14,Moratalaz,Solo Salida De La Via,,Furgoneta,Conductor,60-64,M,,,445136,4474054,false,
2025S000456,2025-01-03T00:00:00Z,11:15:00,Call. Arroyo De La Media Legua / Autov. M-23,72,14,Moratalaz,Solo Salida De La Via,,Furgoneta,Pasajero,25-29,M,,,445136,4474054,false,
2025S000469,2025-01-03T00:00:00Z,12:15:00,"Call. San Maximiliano, 45",45,15,Ciudad Lineal,Choque Contra Obstaculo Fijo,Despejado,Furgoneta,Conductor,45-49,F,,,444630,4475196,false,
2025S000469,2025-01-03T00:00:00Z,12:15:00,"Call. San Maximiliano, 45",45,15,Ciudad Lineal,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,444630,4475196,false,
2025S000473,2025-01-03T00:00:00Z,13:20:00,Paseo. Castellana / Call. Goya,2,4,Salamanca,Colision Fronto-lateral,Despejado,Turismo,Conductor,35-39,F,14,Sin asistencia sanitaria,441451,4475230,false,
2025S000473,2025-01-03T00:00:00Z,13:20:00,Paseo. Castellana / Call. Goya,2,4,Salamanca,Colision Fronto-lateral,Despejado,Turismo,Conductor,50-54,F,14,Sin asistencia sanitaria,441451,4475230,false,
2025S000479,2025-01-03T00:00:00Z,13:10:00,"Call. Eugenia De Montijo, 75",75,11,Carabanchel,Colision Frontal,,Turismo,Conductor,45-49,M,,,436413,4469903,false,
2025S000479,2025-01-03T00:00:00Z,13:10:00,"Call. Eugenia De Montijo, 75",75,11,Carabanchel,Colision Frontal,,Turismo,Conductor,50-54,M,,,436413,4469903,false,
2025S000483,2025-01-03T00:00:00Z,12:50:00,Call. Doctor Esquerdo / Call. Ibiza,46,3,Retiro,Colision Lateral,Despejado,Turismo,Conductor,50-54,M,,,443213,4474378,false,
2025S000483,2025-01-03T00:00:00Z,12:50:00,Call. Doctor Esquerdo / Call. Ibiza,46,3,Retiro,Colision Lateral,Despejado,Vehículo articulado,Conductor,55-59,M,,,443213,4474378,false,
2025S000484,2025-01-03T00:00:00Z,13:04:00,"Call. Palos De La Frontera, 23a",23A,2,Arganzuela,Colision Lateral,Despejado,Camión rígido,Conductor,Desconocido,Desconocido,,,441003,4472741,false,
2025S000484,2025-01-03T00:00:00Z,13:04:00,"Call. Palos De La Frontera, 23a",23A,2,Arganzuela,Colision Lateral,Despejado,Turismo,Conductor,45-49,F,,,441003,4472741,false,
2025S000486,2025-01-03T00:00:00Z,13:20:00,Ctra. Villaverde A Vallecas / Call. Casas De Miravete,269,18,Villa De Vallecas,Colision Lateral,Despejado,Tractocamión,Conductor,55-59,M,,,445614,4469251,false,
2025S000486,2025-01-03T00:00:00Z,13:20:00,Ctra. Villaverde A Vallecas / Call. Casas De Miravete,269,18,Villa De Vallecas,Colision Lateral,Despejado,Turismo,Conductor,55-59,M,,,445614,4469251,false,
2025S000486,2025-01-03T00:00:00Z,13:20:00,Ctra. Villaverde A Vallecas / Call. Casas De Miravete,269,18,Villa De Vallecas,Colision Lateral,Despejado,Turismo,Pasajero,18-20,F,14,Sin asistencia sanitaria,445614,4469251,false,
2025S000486,2025-01-03T00:00:00Z,13:20:00,Ctra. Villaverde A Vallecas / Call. Casas De Miravete,269,18,Villa De Vallecas,Colision Lateral,Despejado,Turismo,Pasajero,55-59,F,14,Sin asistencia sanitaria,445614,4469251,false,
2025S000486,2025-01-03T00:00:00Z,13:20:00,Ctra. Villaverde A Vallecas / Call. Casas De Miravete,269,18,Villa De Vallecas,Colision Lateral,Despejado,Turismo,Pasajero,Menor5,M,14,Sin asistencia sanitaria,445614,4469251,false,
2025S000487,2025-01-03T00:00:00Z,13:20:00,"Call. Principe De Vergara, 262",262,5,Chamartin,Alcance,,Motocicleta hasta 125cc,Conductor,35-39,F,,,442604,4478689,false,
2025S000487,2025-01-03T00:00:00Z,13:20:00,"Call. Principe De Vergara, 262",262,5,Chamartin,Alcance,,Turismo,Conductor,35-39,M,,,442604,4478689,false,
2025S000488,2025-01-03T00:00:00Z,13:40:00,Avda. Cardenal Herrera Oria / Autov. M-30,427I,8,Fuencarral-el Pardo,Caida,Despejado,Motocicleta hasta 125cc,Conductor,40-44,M,6,Asistencia sanitaria inmediata en centro de salud o mutua,436296,4480875,false,
2025S000489,2025-01-03T00:00:00Z,14:00:00,"Call. Isla De Arosa, 15",15,8,Fuencarral-el Pardo,Atropello A Persona,Lluvia débil,Ciclomotor,Conductor,25-29,M,14,Sin asistencia sanitaria,439208,4481246,false,
2025S000489,2025-01-03T00:00:00Z,14:00:00,"Call. Isla De Arosa, 15",15,8,Fuencarral-el Pardo,Atropello A Persona,Lluvia débil,Ciclomotor,Peatón,Más74,M,3,Ingreso superior a 24 horas,439208,4481246,false,
2025S000490,2025-01-03T00:00:00Z,15:00:00,"Call. Raimundo Fernandez Villaverde, 49",49,6,Tetuan,Choque Contra Obstaculo Fijo,,Autobús,Conductor,50-54,M,,,440906,4477564,false,
2025S000511,2025-01-03T00:00:00Z,15:00:00,Call. Santiago De Compostela / Gta. Reales Academias,50,8,Fuencarral-el Pardo,Colision Lateral,Lluvia débil,Semiremolque,Conductor,60-64,M,,,440195,4481492,false,
2025S000511,2025-01-03T00:00:00Z,15:00:00,Call. Santiago De Compostela / Gta. Reales Academias,50,8,Fuencarral-el Pardo,Colision Lateral,Lluvia débil,Turismo,Conductor,30-34,M,,,440195,4481492,false,
2025S000514,2025-01-03T00:00:00Z,14:50:00,"Avda. America, 54",54,4,Salamanca,Colision Multiple,Lluvia débil,Todo terreno,Conductor,35-39,M,14,Sin asistencia sanitaria,443580,4477119,false,
2025S000514,2025-01-03T00:00:00Z,14:50:00,"Avda. America, 54",54,4,Salamanca,Colision Multiple,Lluvia débil,Todo terreno,Pasajero,45-49,F,14,Sin asistencia sanitaria,443580,4477119,false,
2025S000514,2025-01-03T00:00:00Z,14:50:00,"Avda. America, 54",54,4,Salamanca,Colision Multiple,Lluvia débil,Turismo,Conductor,25-29,M,14,Sin asistencia sanitaria,443580,4477119,false,
