num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,same_as_wikidata_distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,same_as_wikidata_tipo_vehiculo,tipo_persona,rango_edad,sexo,same_as_wikidata_sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2025S030151,2025-03-16T00:00:00Z,13:50,call. maestro guerrero / call. reyes,2,1,centro,https://www.wikidata.org/entity/Q1763376,colision lateral,nublado,bus,https://www.wikidata.org/entity/Q5638,conductor,50-54,man,https://www.wikidata.org/entity/Q8441,,,439749,4475042,false,
2025S030151,2025-03-16T00:00:00Z,13:50,call. maestro guerrero / call. reyes,2,1,centro,https://www.wikidata.org/entity/Q1763376,colision lateral,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,35-39,woman,https://www.wikidata.org/entity/Q467,,,439749,4475042,false,
2025S030151,2025-03-16T00:00:00Z,13:50,call. maestro guerrero / call. reyes,2,1,centro,https://www.wikidata.org/entity/Q1763376,colision lateral,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,50-54,man,https://www.wikidata.org/entity/Q8441,,,439749,4475042,false,
2025S030151,2025-03-16T00:00:00Z,13:50,call. maestro guerrero / call. reyes,2,1,centro,https://www.wikidata.org/entity/Q1763376,colision lateral,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,55-59,man,https://www.wikidata.org/entity/Q8441,,,439749,4475042,false,
2025S030151,2025-03-16T00:00:00Z,13:50,call. maestro guerrero / call. reyes,2,1,centro,https://www.wikidata.org/entity/Q1763376,colision lateral,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,más74,man,https://www.wikidata.org/entity/Q8441,,,439749,4475042,false,
2025S030151,2025-03-16T00:00:00Z,13:50,call. maestro guerrero / call. reyes,2,1,centro,https://www.wikidata.org/entity/Q1763376,colision lateral,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,más74,woman,https://www.wikidata.org/entity/Q467,,,439749,4475042,false,
2025S030155,2025-03-16T00:00:00Z,14:10,"call. camino viejo de villaverde, 20",20,12,usera,https://www.wikidata.org/entity/Q953368,colision fronto-lateral,despejado,motorcycle,https://www.wikidata.org/entity/Q34493,conductor,21-24,woman,https://www.wikidata.org/entity/Q467,1,atención en urgencias sin posterior ingreso,439658,4469201,false,
2025S030155,2025-03-16T00:00:00Z,14:10,"call. camino viejo de villaverde, 20",20,12,usera,https://www.wikidata.org/entity/Q953368,colision fronto-lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,35-39,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,439658,4469201,false,
2025S030156,2025-03-16T00:00:00Z,15:15,avda. niceto alcala zamora / ctra. estacion de hortaleza,3,16,hortaleza,https://www.wikidata.org/entity/Q1928529,colision fronto-lateral,despejado,bicicleta epac (pedaleo asistido),,conductor,21-24,woman,https://www.wikidata.org/entity/Q467,1,atención en urgencias sin posterior ingreso,444913,4481429,false,
2025S030156,2025-03-16T00:00:00Z,15:15,avda. niceto alcala zamora / ctra. estacion de hortaleza,3,16,hortaleza,https://www.wikidata.org/entity/Q1928529,colision fronto-lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,21-24,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,444913,4481429,false,
2025S030158,2025-03-16T00:00:00Z,16:25,call. puente de vizcaya / paseo. moreras,10,17,villaverde,https://www.wikidata.org/entity/Q919536,caida,despejado,electric scooter,https://www.wikidata.org/entity/Q1327012,conductor,25-29,woman,https://www.wikidata.org/entity/Q467,2,ingreso inferior o igual a 24 horas,439664,4466386,false,
2025S030159,2025-03-16T00:00:00Z,15:40,call. recesvinto / call. rascon,17,11,carabanchel,https://www.wikidata.org/entity/Q1001991,colision fronto-lateral,despejado,bicicleta epac (pedaleo asistido),,conductor,21-24,man,https://www.wikidata.org/entity/Q8441,7,asistencia sanitaria sólo en el lugar del accidente,438247,4471874,false,
2025S030159,2025-03-16T00:00:00Z,15:40,call. recesvinto / call. rascon,17,11,carabanchel,https://www.wikidata.org/entity/Q1001991,colision fronto-lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,30-34,man,https://www.wikidata.org/entity/Q8441,7,asistencia sanitaria sólo en el lugar del accidente,438247,4471874,false,
2025S030160,2025-03-16T00:00:00Z,15:40,call. isla de oza / call. isla de nelson,49,9,moncloa-aravaca,https://www.wikidata.org/entity/Q2017682,choque contra obstaculo fijo,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,65-69,man,https://www.wikidata.org/entity/Q8441,,,438699,4479548,false,
2025S030161,2025-03-16T00:00:00Z,16:50,call. recesvinto / call. rascon,17,11,carabanchel,https://www.wikidata.org/entity/Q1001991,colision fronto-lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,25-29,man,https://www.wikidata.org/entity/Q8441,,,438248,4471873,false,
2025S030161,2025-03-16T00:00:00Z,16:50,call. recesvinto / call. rascon,17,11,carabanchel,https://www.wikidata.org/entity/Q1001991,colision fronto-lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,40-44,man,https://www.wikidata.org/entity/Q8441,,,438248,4471873,false,
2025S030161,2025-03-16T00:00:00Z,16:50,call. recesvinto / call. rascon,17,11,carabanchel,https://www.wikidata.org/entity/Q1001991,colision fronto-lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,25-29,woman,https://www.wikidata.org/entity/Q467,,,438248,4471873,false,
2025S030162,2025-03-16T00:00:00Z,15:45,"call. alcala, 27",27,1,centro,https://www.wikidata.org/entity/Q1763376,caida,lluvia debil,motorcycle,https://www.wikidata.org/entity/Q34493,conductor,25-29,man,https://www.wikidata.org/entity/Q8441,6,asistencia sanitaria inmediata en centro de salud o mutua,440850,4474447,false,
2025S030163,2025-03-16T00:00:00Z,16:55,"paseo. polideportivo, 146",146,19,vicalvaro,https://www.wikidata.org/entity/Q589403,colision fronto-lateral,,sin especificar,,conductor,desconocido,anonymous,https://www.wikidata.org/entity/Q4233718,,,449455,4472939,false,
2025S030163,2025-03-16T00:00:00Z,16:55,"paseo. polideportivo, 146",146,19,vicalvaro,https://www.wikidata.org/entity/Q589403,colision fronto-lateral,,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,30-34,woman,https://www.wikidata.org/entity/Q467,,,449455,4472939,false,
2025S030163,2025-03-16T00:00:00Z,16:55,"paseo. polideportivo, 146",146,19,vicalvaro,https://www.wikidata.org/entity/Q589403,colision fronto-lateral,,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,10-14,man,https://www.wikidata.org/entity/Q8441,,,449455,4472939,false,
2025S030163,2025-03-16T00:00:00Z,16:55,"paseo. polideportivo, 146",146,19,vicalvaro,https://www.wikidata.org/entity/Q589403,colision fronto-lateral,,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,menor5,man,https://www.wikidata.org/entity/Q8441,,,449455,4472939,false,
2025S030164,2025-03-16T00:00:00Z,18:30,"autov. m-30, 04al01",04AL01,4,salamanca,https://www.wikidata.org/entity/Q1773521,colision multiple,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,21-24,man,https://www.wikidata.org/entity/Q8441,,,443710,4477193,false,
2025S030164,2025-03-16T00:00:00Z,18:30,"autov. m-30, 04al01",04AL01,4,salamanca,https://www.wikidata.org/entity/Q1773521,colision multiple,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,25-29,man,https://www.wikidata.org/entity/Q8441,,,443710,4477193,false,
2025S030164,2025-03-16T00:00:00Z,18:30,"autov. m-30, 04al01",04AL01,4,salamanca,https://www.wikidata.org/entity/Q1773521,colision multiple,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,25-29,woman,https://www.wikidata.org/entity/Q467,,,443710,4477193,false,
2025S030164,2025-03-16T00:00:00Z,18:30,"autov. m-30, 04al01",04AL01,4,salamanca,https://www.wikidata.org/entity/Q1773521,colision multiple,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,18-20,woman,https://www.wikidata.org/entity/Q467,,,443710,4477193,false,
2025S030165,2025-03-16T00:00:00Z,19:40,"call. hermanos garcia noblejas, 30",30,15,ciudad lineal,https://www.wikidata.org/entity/Q1763694,colision fronto-lateral,despejado,bicycle,https://www.wikidata.org/entity/Q11442,conductor,21-24,man,https://www.wikidata.org/entity/Q8441,3,ingreso superior a 24 horas,446066,4476212,false,
2025S030165,2025-03-16T00:00:00Z,19:40,"call. hermanos garcia noblejas, 30",30,15,ciudad lineal,https://www.wikidata.org/entity/Q1763694,colision fronto-lateral,despejado,motorcycle sport,https://www.wikidata.org/entity/Q328716,conductor,30-34,man,https://www.wikidata.org/entity/Q8441,3,ingreso superior a 24 horas,446066,4476212,false,false
2025S030166,2025-03-16T00:00:00Z,19:05,"autov. m-30, 05nc30 m-30 c-1 lateral pk 5.300",05NC30,4,salamanca,https://www.wikidata.org/entity/Q1773521,atropello a animal,,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,40-44,man,https://www.wikidata.org/entity/Q8441,,,444068,4476662,false,
2025S030174,2025-03-16T00:00:00Z,20:45,"estad. wanda metropolitano, 0",0,16,hortaleza,https://www.wikidata.org/entity/Q1928529,choque contra obstaculo fijo,nublado,bus,https://www.wikidata.org/entity/Q5638,conductor,60-64,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,449315,4476524,false,
2025S030174,2025-03-16T00:00:00Z,20:45,"estad. wanda metropolitano, 0",0,16,hortaleza,https://www.wikidata.org/entity/Q1928529,choque contra obstaculo fijo,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,50-54,woman,https://www.wikidata.org/entity/Q467,14,sin asistencia sanitaria,449315,4476524,false,
2025S030175,2025-03-16T00:00:00Z,21:00,avda. peseta / avda. carabanchel alto,70,11,carabanchel,https://www.wikidata.org/entity/Q1001991,colision lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,18-20,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,436005,4468203,false,
2025S030175,2025-03-16T00:00:00Z,21:00,avda. peseta / avda. carabanchel alto,70,11,carabanchel,https://www.wikidata.org/entity/Q1001991,colision lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,45-49,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,436005,4468203,false,
2025S030175,2025-03-16T00:00:00Z,21:00,avda. peseta / avda. carabanchel alto,70,11,carabanchel,https://www.wikidata.org/entity/Q1001991,colision lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,35-39,woman,https://www.wikidata.org/entity/Q467,,,436005,4468203,false,
2025S030175,2025-03-16T00:00:00Z,21:00,avda. peseta / avda. carabanchel alto,70,11,carabanchel,https://www.wikidata.org/entity/Q1001991,colision lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,6-9,woman,https://www.wikidata.org/entity/Q467,,,436005,4468203,false,
2025S030176,2025-03-16T00:00:00Z,20:27,autov. m-23 / autov. m-23,0,14,moratalaz,https://www.wikidata.org/entity/Q2076109,colision frontal,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,25-29,man,https://www.wikidata.org/entity/Q8441,6,asistencia sanitaria inmediata en centro de salud o mutua,446856,4473923,false,
2025S030176,2025-03-16T00:00:00Z,20:27,autov. m-23 / autov. m-23,0,14,moratalaz,https://www.wikidata.org/entity/Q2076109,colision frontal,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,55-59,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,446856,4473923,false,
2025S030177,2025-03-16T00:00:00Z,20:40,call. alcala / call. cronos,540,20,san blas-canillejas,https://www.wikidata.org/entity/Q2001937,alcance,nublado,motorcycle,https://www.wikidata.org/entity/Q34493,conductor,18-20,man,https://www.wikidata.org/entity/Q8441,,,447402,4477084,false,
2025S030177,2025-03-16T00:00:00Z,20:40,call. alcala / call. cronos,540,20,san blas-canillejas,https://www.wikidata.org/entity/Q2001937,alcance,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,30-34,man,https://www.wikidata.org/entity/Q8441,,,447402,4477084,false,
2025S030177,2025-03-16T00:00:00Z,20:40,call. alcala / call. cronos,540,20,san blas-canillejas,https://www.wikidata.org/entity/Q2001937,alcance,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,30-34,woman,https://www.wikidata.org/entity/Q467,,,447402,4477084,false,
2025S030178,2025-03-16T00:00:00Z,20:30,avda. andalucia / paseo. gigantes y cabezudos,45,17,villaverde,https://www.wikidata.org/entity/Q919536,alcance,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,21-24,man,https://www.wikidata.org/entity/Q8441,,,441148,4467506,false,
2025S030178,2025-03-16T00:00:00Z,20:30,avda. andalucia / paseo. gigantes y cabezudos,45,17,villaverde,https://www.wikidata.org/entity/Q919536,alcance,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,25-29,man,https://www.wikidata.org/entity/Q8441,,,441148,4467506,false,
2025S030178,2025-03-16T00:00:00Z,20:30,avda. andalucia / paseo. gigantes y cabezudos,45,17,villaverde,https://www.wikidata.org/entity/Q919536,alcance,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,18-20,woman,https://www.wikidata.org/entity/Q467,,,441148,4467506,false,
2025S030179,2025-03-16T00:00:00Z,17:20,"call. convenio, 85",85,13,puente de vallecas,https://www.wikidata.org/entity/Q2003054,colision multiple,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,30-34,man,https://www.wikidata.org/entity/Q8441,,,443016,4471096,false,
2025S030179,2025-03-16T00:00:00Z,17:20,"call. convenio, 85",85,13,puente de vallecas,https://www.wikidata.org/entity/Q2003054,colision multiple,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,30-34,woman,https://www.wikidata.org/entity/Q467,,,443016,4471096,false,
2025S030179,2025-03-16T00:00:00Z,17:20,"call. convenio, 85",85,13,puente de vallecas,https://www.wikidata.org/entity/Q2003054,colision multiple,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,35-39,man,https://www.wikidata.org/entity/Q8441,,,443016,4471096,false,
2025S030179,2025-03-16T00:00:00Z,17:20,"call. convenio, 85",85,13,puente de vallecas,https://www.wikidata.org/entity/Q2003054,colision multiple,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,desconocido,anonymous,https://www.wikidata.org/entity/Q4233718,,,443016,4471096,false,
2025S030180,2025-03-16T00:00:00Z,21:20,"call. via carpetana, 189",189,11,carabanchel,https://www.wikidata.org/entity/Q1001991,alcance,despejado,motorcycle,https://www.wikidata.org/entity/Q34493,conductor,25-29,man,https://www.wikidata.org/entity/Q8441,1,atención en urgencias sin posterior ingreso,436845,4471243,false,
2025S030180,2025-03-16T00:00:00Z,21:20,"call. via carpetana, 189",189,11,carabanchel,https://www.wikidata.org/entity/Q1001991,alcance,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,21-24,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,436845,4471243,false,
2025S030182,2025-03-16T00:00:00Z,21:24,call. nanclares de oca / call. yecora,1,20,san blas-canillejas,https://www.wikidata.org/entity/Q2001937,colision frontal,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,desconocido,anonymous,https://www.wikidata.org/entity/Q4233718,,,451329,4477504,false,
2025S030182,2025-03-16T00:00:00Z,21:24,call. nanclares de oca / call. yecora,1,20,san blas-canillejas,https://www.wikidata.org/entity/Q2001937,colision frontal,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,desconocido,anonymous,https://www.wikidata.org/entity/Q4233718,,,451329,4477504,,
2025S030188,2025-03-16T00:00:00Z,23:40,paseo. ermita del santo / paseo. quince de mayo,79,11,carabanchel,https://www.wikidata.org/entity/Q1001991,choque contra obstaculo fijo,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,25-29,man,https://www.wikidata.org/entity/Q8441,2,ingreso inferior o igual a 24 horas,438454,4472380,true,false
2025S030188,2025-03-16T00:00:00Z,23:40,paseo. ermita del santo / paseo. quince de mayo,79,11,carabanchel,https://www.wikidata.org/entity/Q1001991,choque contra obstaculo fijo,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,30-34,man,https://www.wikidata.org/entity/Q8441,2,ingreso inferior o igual a 24 horas,438454,4472380,false,
2025S030189,2025-03-16T00:00:00Z,23:45,"autov. a-2, +00500e",+00500E,15,ciudad lineal,https://www.wikidata.org/entity/Q1763694,alcance,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,25-29,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,444059,4477363,false,
2025S030189,2025-03-16T00:00:00Z,23:45,"autov. a-2, +00500e",+00500E,15,ciudad lineal,https://www.wikidata.org/entity/Q1763694,alcance,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,30-34,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,444059,4477363,false,
2025S030189,2025-03-16T00:00:00Z,23:45,"autov. a-2, +00500e",+00500E,15,ciudad lineal,https://www.wikidata.org/entity/Q1763694,alcance,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,10-14,man,https://www.wikidata.org/entity/Q8441,1,atención en urgencias sin posterior ingreso,444059,4477363,false,
2025S030189,2025-03-16T00:00:00Z,23:45,"autov. a-2, +00500e",+00500E,15,ciudad lineal,https://www.wikidata.org/entity/Q1763694,alcance,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,45-49,man,https://www.wikidata.org/entity/Q8441,1,atención en urgencias sin posterior ingreso,444059,4477363,false,
2025S030199,2025-03-16T00:00:00Z,22:50,"call. argüeso, 17",17,11,carabanchel,https://www.wikidata.org/entity/Q1001991,choque contra obstaculo fijo,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,desconocido,anonymous,https://www.wikidata.org/entity/Q4233718,,,438408,4470878,false,
2025S030241,2025-03-16T00:00:00Z,13:10,"autov. m-30, 08xl30",08XL30,14,moratalaz,https://www.wikidata.org/entity/Q2076109,colision lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,30-34,woman,https://www.wikidata.org/entity/Q467,7,asistencia sanitaria sólo en el lugar del accidente,443876,4473753,false,
2025S030241,2025-03-16T00:00:00Z,13:10,"autov. m-30, 08xl30",08XL30,14,moratalaz,https://www.wikidata.org/entity/Q2076109,colision lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,50-54,woman,https://www.wikidata.org/entity/Q467,14,sin asistencia sanitaria,443876,4473753,false,
2025S030275,2025-03-16T00:00:00Z,13:35,call. san venancio / call. san faustino,11,20,san blas-canillejas,https://www.wikidata.org/entity/Q2001937,atropello a persona,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,25-29,woman,https://www.wikidata.org/entity/Q467,,,448349,4477509,false,
2025S030275,2025-03-16T00:00:00Z,13:35,call. san venancio / call. san faustino,11,20,san blas-canillejas,https://www.wikidata.org/entity/Q2001937,atropello a persona,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,peaton,55-59,woman,https://www.wikidata.org/entity/Q467,14,sin asistencia sanitaria,448349,4477509,false,
2025S030377,2025-03-16T00:00:00Z,21:15,avda. andalucia / ..,19,12,usera,https://www.wikidata.org/entity/Q953368,alcance,lluvia intensa,motorcycle,https://www.wikidata.org/entity/Q34493,conductor,30-34,man,https://www.wikidata.org/entity/Q8441,7,asistencia sanitaria sólo en el lugar del accidente,441070,4468511,false,
2025S030198,2025-03-17T00:00:00Z,00:02,gta. marques de vadillo / call. antonio lopez,6,11,carabanchel,https://www.wikidata.org/entity/Q1001991,colision fronto-lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,35-39,woman,https://www.wikidata.org/entity/Q467,7,asistencia sanitaria sólo en el lugar del accidente,439280,4472140,false,
2025S030198,2025-03-17T00:00:00Z,00:02,gta. marques de vadillo / call. antonio lopez,6,11,carabanchel,https://www.wikidata.org/entity/Q1001991,colision fronto-lateral,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,50-54,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,439280,4472140,false,
2025S030227,2025-03-17T00:00:00Z,01:55,autov. a-5 / avda. padre piquer,+00300E,10,latina,https://www.wikidata.org/entity/Q794954,vuelco,despejado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,45-49,man,https://www.wikidata.org/entity/Q8441,6,asistencia sanitaria inmediata en centro de salud o mutua,434801,4472029,false,
2025S030228,2025-03-17T00:00:00Z,03:00,"call. bravo murillo, 319",319,6,tetuan,https://www.wikidata.org/entity/Q1773540,colision fronto-lateral,nublado,motorcycle,https://www.wikidata.org/entity/Q34493,conductor,55-59,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,440942,4479420,true,
2025S030228,2025-03-17T00:00:00Z,03:00,"call. bravo murillo, 319",319,6,tetuan,https://www.wikidata.org/entity/Q1773540,colision fronto-lateral,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,55-59,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,440942,4479420,false,
2025S030239,2025-03-17T00:00:00Z,05:20,call. profesor waksman / call. padre damian,13,5,chamartin,https://www.wikidata.org/entity/Q1766348,caida,lluvia debil,bicicleta epac (pedaleo asistido),,conductor,25-29,woman,https://www.wikidata.org/entity/Q467,2,ingreso inferior o igual a 24 horas,441739,4478594,false,
2025S030240,2025-03-17T00:00:00Z,06:50,"call. torpedero tucuman, 28",28,5,chamartin,https://www.wikidata.org/entity/Q1766348,choque contra obstaculo fijo,,off-road vehicle,https://www.wikidata.org/entity/Q946596,conductor,desconocido,anonymous,https://www.wikidata.org/entity/Q4233718,,,442986,4479304,false,
2025S030240,2025-03-17T00:00:00Z,06:50,"call. torpedero tucuman, 28",28,5,chamartin,https://www.wikidata.org/entity/Q1766348,choque contra obstaculo fijo,,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,45-49,woman,https://www.wikidata.org/entity/Q467,14,sin asistencia sanitaria,442986,4479304,false,
2025S030242,2025-03-17T00:00:00Z,07:20,"autov. m-30, 00xc20",00XC20,15,ciudad lineal,https://www.wikidata.org/entity/Q1763694,alcance,lluvia debil,motorcycle sport,https://www.wikidata.org/entity/Q328716,conductor,60-64,man,https://www.wikidata.org/entity/Q8441,2,ingreso inferior o igual a 24 horas,442918,4481499,false,
2025S030242,2025-03-17T00:00:00Z,07:20,"autov. m-30, 00xc20",00XC20,15,ciudad lineal,https://www.wikidata.org/entity/Q1763694,alcance,lluvia debil,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,35-39,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,442918,4481499,false,
2025S030246,2025-03-17T00:00:00Z,07:15,call. embajadores / avda. planetario,209,2,arganzuela,https://www.wikidata.org/entity/Q2000929,colision fronto-lateral,lluvia debil,motorcycle,https://www.wikidata.org/entity/Q34493,conductor,40-44,woman,https://www.wikidata.org/entity/Q467,6,asistencia sanitaria inmediata en centro de salud o mutua,441436,4470909,false,
2025S030246,2025-03-17T00:00:00Z,07:15,call. embajadores / avda. planetario,209,2,arganzuela,https://www.wikidata.org/entity/Q2000929,colision fronto-lateral,lluvia debil,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,50-54,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,441436,4470909,false,
2025S030248,2025-03-17T00:00:00Z,09:10,"paseo. la habana, 66",66,5,chamartin,https://www.wikidata.org/entity/Q1766348,colision fronto-lateral,lluvia debil,motorcycle sport,https://www.wikidata.org/entity/Q328716,conductor,30-34,man,https://www.wikidata.org/entity/Q8441,7,asistencia sanitaria sólo en el lugar del accidente,441908,4478240,false,
2025S030248,2025-03-17T00:00:00Z,09:10,"paseo. la habana, 66",66,5,chamartin,https://www.wikidata.org/entity/Q1766348,colision fronto-lateral,lluvia debil,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,60-64,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,441908,4478240,false,
2025S030248,2025-03-17T00:00:00Z,09:10,"paseo. la habana, 66",66,5,chamartin,https://www.wikidata.org/entity/Q1766348,colision fronto-lateral,lluvia debil,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,45-49,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,441908,4478240,false,
2025S030249,2025-03-17T00:00:00Z,08:45,"ronda. sur, 147",147,13,puente de vallecas,https://www.wikidata.org/entity/Q2003054,colision lateral,nublado,bus,https://www.wikidata.org/entity/Q5638,conductor,40-44,woman,https://www.wikidata.org/entity/Q467,14,sin asistencia sanitaria,443094,4469794,false,
2025S030249,2025-03-17T00:00:00Z,08:45,"ronda. sur, 147",147,13,puente de vallecas,https://www.wikidata.org/entity/Q2003054,colision lateral,nublado,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,30-34,woman,https://www.wikidata.org/entity/Q467,,,443094,4469794,false,
2025S030250,2025-03-17T00:00:00Z,08:33,cmno. ganapanes / call. becerrea,1A,8,fuencarral-el pardo,https://www.wikidata.org/entity/Q656196,alcance,lluvia debil,motorcycle sport,https://www.wikidata.org/entity/Q328716,conductor,25-29,man,https://www.wikidata.org/entity/Q8441,,,439408,4480326,false,
2025S030250,2025-03-17T00:00:00Z,08:33,cmno. ganapanes / call. becerrea,1A,8,fuencarral-el pardo,https://www.wikidata.org/entity/Q656196,alcance,lluvia debil,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,55-59,man,https://www.wikidata.org/entity/Q8441,,,439408,4480326,false,
2025S030250,2025-03-17T00:00:00Z,08:33,cmno. ganapanes / call. becerrea,1A,8,fuencarral-el pardo,https://www.wikidata.org/entity/Q656196,alcance,lluvia debil,passenger car,https://www.wikidata.org/entity/Q1144312,pasajero,45-49,woman,https://www.wikidata.org/entity/Q467,,,439408,4480326,false,
2025S030252,2025-03-17T00:00:00Z,08:40,avda. logroño / metro. canillejas,2,16,hortaleza,https://www.wikidata.org/entity/Q1928529,alcance,lluvia debil,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,21-24,woman,https://www.wikidata.org/entity/Q467,14,sin asistencia sanitaria,448446,4477882,false,
2025S030252,2025-03-17T00:00:00Z,08:40,avda. logroño / metro. canillejas,2,16,hortaleza,https://www.wikidata.org/entity/Q1928529,alcance,lluvia debil,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,40-44,woman,https://www.wikidata.org/entity/Q467,7,asistencia sanitaria sólo en el lugar del accidente,448446,4477882,false,
2025S030253,2025-03-17T00:00:00Z,08:42,"avda. nuestra señora de fatima, 90",90,11,carabanchel,https://www.wikidata.org/entity/Q1001991,atropello a persona,lluvia debil,passenger car,https://www.wikidata.org/entity/Q1144312,conductor,35-39,man,https://www.wikidata.org/entity/Q8441,14,sin asistencia sanitaria,436486,4470323,false,
2025S030253,2025-03-17T00:00:00Z,08:42,"avda. nuestra señora de fatima, 90",90,11,carabanchel,https://www.wikidata.org/entity/Q1001991,atropello a persona,lluvia debil,passenger car,https://www.wikidata.org/entity/Q1144312,peaton,40-44,woman,https://www.wikidata.org/entity/Q467,14,sin asistencia sanitaria,436486,4470323,false,
