Year,No2_Value,Tipo territorio,Value
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,33.5
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,37.4
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,55.2
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,42.0
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,44.1
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,18.6
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,37.1
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,27.9
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,47.7
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,40.2
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,24.5
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,25.2
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,31.1
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,-
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,29.6
2002,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,42.5
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,60.0
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,20.6
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,32.1
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,46.7
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,43.3
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,40.0
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,31.9
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,28.7
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,46.3
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,-
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,32.4
2003,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,61.3
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,20.0
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,36.7
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,37.4
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,47.1
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,51.6
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,33.3
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,31.1
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,39.1
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,-
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,28.6
2004,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,44.8
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,30.0
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,48.0
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,45.0
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,48.0
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,26.0
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,29.0
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,28.0
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,67.0
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,19.0
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,36.0
2005,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,51.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,27.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,43.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,24.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,6.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,6.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,43.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,44.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,26.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,36.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,25.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,32.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,10.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,70.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,32.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,69.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,19.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,17.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,17.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,5.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,15.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,32.0
2006,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,46.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,34.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,51.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,27.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,9.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,4.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,44.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,46.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,28.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,42.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,22.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,32.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,10.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,16.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,53.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,33.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,71.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,21.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,18.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,12.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,5.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,17.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,35.0
2007,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,55.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,33.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,36.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,48.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,23.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,11.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,5.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,31.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,41.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,17.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,35.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,28.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,8.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,24.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,47.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,36.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,60.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,20.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,25.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,11.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,6.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,15.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,37.0
2008,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,37.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,33.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,37.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,48.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,35.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,23.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,8.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,6.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,32.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,33.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,41.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,24.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,23.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,10.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,21.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,43.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,30.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,38.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,21.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,22.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,12.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,7.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,16.0
2009,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,31.0
2010,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,47.0
